row_label_raw,row_label_full,Số dư đầu năm > Lợi nhuận thuần phân bổ cho cổ đông không kiểm soát trong năm,Năm nayVND > 57.585.629.424 > 3.786.992.001,Năm trướcVND > 64.742.227.992 > 10.658.224.669,numeric__Năm nayVND > 57.585.629.424 > 3.786.992.001,numeric__Năm trướcVND > 64.742.227.992 > 10.658.224.669
Tăng do sáp nhập công ty con,Tăng do sáp nhập công ty con,Tăng do sáp nhập công ty con,-,22.595.818.514,,22595818514.0
"Tăng do mua mới, thành lập công ty con","Tăng do mua mới, thành lập công ty con","Tăng do mua mới, thành lập công ty con",209.115.101.880,-,209115101880.0,
Giảm vốn của cổ đông không kiểm soát,Giảm vốn của cổ đông không kiểm soát,Giảm vốn của cổ đông không kiểm soát,(3.100.000.000),(36.978.766.000),-3100000000.0,-36978766000.0
Giảm do thay đổi tỷ lệ lợi ích trong năm,Giảm do thay đổi tỷ lệ lợi ích trong năm,Giảm do thay đổi tỷ lệ lợi ích trong năm,(57.435.847.559),-,-57435847559.0,
Giảm do chia cổ tức,Giảm do chia cổ tức,Giảm do chia cổ tức,(629.100.000),(3.044.510.000),-629100000.0,-3044510000.0
"Giảm do trích quỹ khen thưởng, phúc lợi","Giảm do trích quỹ khen thưởng, phúc lợi","Giảm do trích quỹ khen thưởng, phúc lợi",(2.089.760.186),(667.203.189),-2089760186.0,-667203189.0
Biến động khác,Biến động khác,Biến động khác,-,279.837.438,,279837438.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,207.233.015.560,57.585.629.424,207233015560.0,57585629424.0
