row_label_raw,row_label_full,Các bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Doanh thu,Doanh thu,Doanh thu,,,5.129.596.502,3.657.723.600,,,5129596502.0,3657723600.0
Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Công ty CP Xây dựng DIC Holdings,Công ty liên kết,Cung cấp dịch vụ,1.455.148.145,-,,,1455148145.0,
Công ty CP Đầu tư Phát triển Xây dựng Bê Tông,Công ty CP Đầu tư Phát triển Xây dựng Bê Tông,Công ty CP Đầu tư Phát triển Xây dựng Bê Tông,Công ty liên kết,Cung cấp dịch vụ,343.086.407,-,,,343086407.0,
Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,Công ty CP Vina Đại Phước,Bên liên quan,Cung cấp dịch vụ,3.331.361.950,3.657.723.600,,,3331361950.0,3657723600.0
