row_label_raw,row_label_full,col_0,31/12/2021VND,01/01/2021VND,numeric__31/12/2021VND,numeric__01/01/2021VND
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,1.428.251.872.080,2.568.081.007.713,1428251872080.0,2568081007713.0
Nhận đặt cọc chuyển nhượng dự án,Nhận đặt cọc chuyển nhượng dự án,Nhận đặt cọc chuyển nhượng dự án,1.098.011.652.900,2.231.550.000.000,1098011652900.0,2231550000000.0
Lợi nhuận được chia từ hợp tác kinh doanh,Lợi nhuận được chia từ hợp tác kinh doanh,Lợi nhuận được chia từ hợp tác kinh doanh,116.388.584.457,116.388.584.457,116388584457.0,116388584457.0
"Lệ phí trước bạ, quỹ bảo trì chung cư (*)","Lệ phí trước bạ, quỹ bảo trì chung cư (*)","Lệ phí trước bạ, quỹ bảo trì chung cư (*)",96.536.008.445,85.526.052.508,96536008445.0,85526052508.0
Phải trả ông Phan Văn Bình,Phải trả ông Phan Văn Bình,Phải trả ông Phan Văn Bình,40.549.957.848,52.180.322.235,40549957848.0,52180322235.0
"Chi phí đến bù, giải tỏa phải trả","Chi phí đến bù, giải tỏa phải trả","Chi phí đến bù, giải tỏa phải trả",24.773.442.950,26.506.935.337,24773442950.0,26506935337.0
Nhận đặt cọc từ khách hàng,Nhận đặt cọc từ khách hàng,Nhận đặt cọc từ khách hàng,14.163.848.004,26.194.980.294,14163848004.0,26194980294.0
"Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",9.035.327.500,12.101.219.500,9035327500.0,12101219500.0
Phải trả khác,Phải trả khác,Phải trả khác,28.748.049.976,17.632.913.382,28748049976.0,17632913382.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,20.054.120.000,19.988.120.000,20054120000.0,19988120000.0
Nhận hợp tác đầu tư các dự án bất động sản (**),Nhận hợp tác đầu tư các dự án bất động sản (**),Nhận hợp tác đầu tư các dự án bất động sản (**),19.600.000.000,19.600.000.000,19600000000.0,19600000000.0
"Nhận ký quỹ, ký cược khác","Nhận ký quỹ, ký cược khác","Nhận ký quỹ, ký cược khác",454.120.000,388.120.000,454120000.0,388120000.0
Cộng,Cộng,Cộng,1.448.305.992.080,2.588.069.127.713,1448305992080.0,2588069127713.0
