row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2021,01/01/2021,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021,numeric__01/01/2021
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,11.214.616.631.891,7.299.152.349.851,100.0,,11214616631891.0,7299152349851.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1,1.000.254.949.868,402.938.011.038,110.0,,1000254949868.0,402938011038.0
1. Tiền,1. Tiền,1. Tiền,111,,380.782.411.609,289.006.087.737,111.0,,380782411609.0,289006087737.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,619.472.538.259,113.931.923.301,112.0,,619472538259.0,113931923301.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,,2.737.903.082.422,137.000.000.000,120.0,,2737903082422.0,137000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,V.2,2.737.903.082.422,137.000.000.000,123.0,,2737903082422.0,137000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,3.433.980.916.361,2.255.191.037.837,130.0,,3433980916361.0,2255191037837.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.3,1.176.436.193.206,1.080.875.007.032,131.0,,1176436193206.0,1080875007032.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4,216.985.822.782,223.201.096.880,132.0,,216985822782.0,223201096880.0
3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,3. Phải thu về cho vay ngắn hạn,135,V.5,259.480.000.000,76.651.231.700,135.0,,259480000000.0,76651231700.0
4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,4. Phải thu ngắn hạn khác,136,V.6,1.804.000.043.906,888.712.341.839,136.0,,1804000043906.0,888712341839.0
5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,5. Dự phòng phải thu ngắn hạn khó đòi,137,V.7,(22.922.463.533),(14.250.785.460),137.0,,-22922463533.0,-14250785460.0
6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,6. Tài sản thiếu chờ xử lý,139,,1.320.000,2.145.846,139.0,,1320000.0,2145846.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,V.8,3.844.295.963.880,4.395.131.702.337,140.0,,3844295963880.0,4395131702337.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,3.848.208.105.002,4.401.218.373.486,141.0,,3848208105002.0,4401218373486.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(3.912.141.122),(6.086.671.149),149.0,,-3912141122.0,-6086671149.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,198.181.719.360,108.891.598.639,150.0,,198181719360.0,108891598639.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,V.9,178.700.572.461,94.485.634.627,151.0,,178700572461.0,94485634627.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,3.297.357.939,2.588.969.670,152.0,,3297357939.0,2588969670.0
3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,3. Thuế và các khoản phải thu Nhà nước,153,V.17,16.183.788.960,11.816.994.342,153.0,,16183788960.0,11816994342.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,5.632.288.008.979,4.527.010.691.862,200.0,,5632288008979.0,4527010691862.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,4.110.287.408.009,3.111.277.967.009,210.0,,4110287408009.0,3111277967009.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,V.3,-,8.318.000.000,211.0,,,8318000000.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,V.6,4.110.287.408.009,3.111.277.967.009,216.0,,4110287408009.0,3111277967009.0
3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,3. Dự phòng phải thu dài hạn khó đòi,219,V.7,-,(8.318.000.000),219.0,,,-8318000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,724.974.218.266,764.345.204.814,220.0,,724974218266.0,764345204814.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,V.10,701.883.536.637,745.785.868.652,221.0,,701883536637.0,745785868652.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.016.502.724.593,1.060.358.894.490,222.0,,1016502724593.0,1060358894490.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(314.619.187.956),(314.573.025.838),223.0,,-314619187956.0,-314573025838.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,V.11,23.090.681.629,18.559.336.162,227.0,,23090681629.0,18559336162.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,25.152.826.470,19.301.250.270,228.0,,25152826470.0,19301250270.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(2.062.144.841),(741.914.108),229.0,,-2062144841.0,-741914108.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,V.12,106.656.556.640,152.042.667.199,230.0,,106656556640.0,152042667199.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,144.455.832.878,189.189.510.678,231.0,,144455832878.0,189189510678.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(37.799.276.238),(37.146.843.479),232.0,,-37799276238.0,-37146843479.0
