row_label_raw,row_label_full,Chì tiêu > Lưu chuyển tiền thuần trong năm > Tiền và tương đương tiền đầu năm,Mã số > 50 > 60,Năm nay > 597.290.731.864 > 402.938.011.038,Năm trước > (190.990.486.486) > 593.928.466.557,numeric__Mã số > 50 > 60,numeric__Năm nay > 597.290.731.864 > 402.938.011.038,numeric__Năm trước > (190.990.486.486) > 593.928.466.557
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,26.206.966,30.967,61.0,26206966.0,30967.0
Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,Tiền và tương đương tiền cuối năm,70,1.000.254.949.868,402.938.011.038,70.0,1000254949868.0,402938011038.0
