row_label_raw,row_label_full,01/01/2023VND,Số phải nộp trong nămVND,Số đã thực nộp/khấu trừ trong nămVND,31/12/2023VND,numeric__Số phải nộp trong nămVND,numeric__Số đã thực nộp/khấu trừ trong nămVND,numeric__31/12/2023VND
124.703.133.517,124.703.133.517,124.703.133.517,210.079.855.667,232.997.048.600,101.785.940.584,210079855667.0,232997048600.0,101785940584.0
-,-,-,743.286.166,743.286.166,-,743286166.0,743286166.0,
-,-,-,20.176.037,20.176.037,-,20176037.0,20176037.0,
134.479.388.728,134.479.388.728,134.479.388.728,114.935.017.694,164.196.055.811,85.218.350.611,114935017694.0,164196055811.0,85218350611.0
10.523.488.346,10.523.488.346,10.523.488.346,18.427.834.181,15.708.397.668,13.242.924.859,18427834181.0,15708397668.0,13242924859.0
17.203.524.961,17.203.524.961,17.203.524.961,196.997.556.235,196.749.185.715,17.451.895.481,196997556235.0,196749185715.0,17451895481.0
1.672.340.917,1.672.340.917,1.672.340.917,12.743.133.234,13.187.884.447,1.227.589.704,12743133234.0,13187884447.0,1227589704.0
115.481.683,115.481.683,115.481.683,11.500.000,11.500.000,115.481.683,11500000.0,11500000.0,115481683.0
4.204.098.650,4.204.098.650,4.204.098.650,17.593.622.991,17.348.892.111,4.448.329.530,17593622991.0,17348892111.0,4448329530.0
-,-,-,30.000.000,30.000.000,-,30000000.0,30000000.0,
-,-,-,6.725.878.000,6.725.878.000,-,6725878000.0,6725878000.0,
29.588.930.578,29.588.930.578,29.588.930.578,24.785.883.050,24.423.230.979,29.952.082.649,24785883050.0,24423230979.0,29952082649.0
322.490.387.380,322.490.387.380,322.490.387.380,603.093.743.255,672.141.535.534,253.442.595.101,603093743255.0,672141535534.0,253442595101.0
01/01/2023VND,01/01/2023VND,01/01/2023VND,Số phải nộp trong nămVND,Số đã thực nộp/khấu trừ trong nămVND,31/12/2023VND,,,
4.941.680.257,01/01/2023VND > 4.941.680.257,4.941.680.257,634.212.563,14.487.830.349,18.795.298.043,634212563.0,14487830349.0,18795298043.0
5.045.808.505,01/01/2023VND > 5.045.808.505,5.045.808.505,10.002.435.068,22.388.545.140,17.431.918.577,10002435068.0,22388545140.0,17431918577.0
95.761.291,01/01/2023VND > 95.761.291,95.761.291,47.807.508,125.159.145,173.112.928,47807508.0,125159145.0,173112928.0
11.017.365,01/01/2023VND > 11.017.365,11.017.365,11.017.365,-,-,11017365.0,,
13.853.691,01/01/2023VND > 13.853.691,13.853.691,-,-,13.853.691,,,13853691.0
10.108.121.109,01/01/2023VND > 10.108.121.109,10.108.121.109,10.695.472.504,37.001.534.634,36.414.183.239,10695472504.0,37001534634.0,36414183239.0
