row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2023 VND,01/01/2023 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2023 VND,numeric__01/01/2023 VND
3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,3. Phải thu nội bộ ngắn hạn,133,,-,-,133.0,,,
4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,4. Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,134,,-,-,134.0,,,
5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,5. Phải thu về cho vay ngắn hạn,135,9,3.150.845.464.541,2.732.352.803.367,135.0,9.0,3150845464541.0,2732352803367.0
6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,6. Phải thu ngắn hạn khác,136,7,1.340.686.082.689,1.460.342.594.762,136.0,7.0,1340686082689.0,1460342594762.0
7. Dự phòng các khoản phải thu ngắn hạn khó đòi,7. Dự phòng các khoản phải thu ngắn hạn khó đòi,7. Dự phòng các khoản phải thu ngắn hạn khó đòi,137,10,(2.106.816.432.629),(2.198.427.913.166),137.0,10.0,-2106816432629.0,-2198427913166.0
8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,8. Tài sản thiếu chờ xử lý,139,,9.829.635.237,9.829.635.237,139.0,,9829635237.0,9829635237.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,11,1.856.024.545.415,2.374.958.667.687,140.0,11.0,1856024545415.0,2374958667687.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.861.024.545.415,2.374.958.667.687,141.0,,1861024545415.0,2374958667687.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(5.000.000.000),-,149.0,,-5000000000.0,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,243.508.453.606,226.334.822.294,150.0,,243508453606.0,226334822294.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,12,15.188.244.906,21.316.688.127,151.0,12.0,15188244906.0,21316688127.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,191.906.025.461,194.910.013.058,152.0,,191906025461.0,194910013058.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,19,36.414.183.239,10.108.121.109,153.0,19.0,36414183239.0,10108121109.0
4. Giao dịch mua bán lại trái phiếu Chính phủ,4. Giao dịch mua bán lại trái phiếu Chính phủ,4. Giao dịch mua bán lại trái phiếu Chính phủ,154,,-,-,154.0,,,
5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,5. Tài sản ngắn hạn khác,155,,-,-,155.0,,,
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,12.010.752.406.872,12.522.706.700.371,200.0,,12010752406872.0,12522706700371.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,1.368.594.196.201,1.328.282.338.383,210.0,,1368594196201.0,1328282338383.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,6,827.303.296.198,772.598.535.161,211.0,6.0,827303296198.0,772598535161.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,-,-,212.0,,,
3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,3. Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,213.0,,,
4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,4. Phải thu nội bộ dài hạn,214,,-,-,214.0,,,
5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,5. Phải thu về cho vay dài hạn,215,9,536.655.186.733,549.956.884.952,215.0,9.0,536655186733.0,549956884952.0
6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,6. Phải thu dài hạn khác,216,7,4.635.713.270,5.726.918.270,216.0,7.0,4635713270.0,5726918270.0
7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,7. Dự phòng phải thu dài hạn khó đòi,219,,-,-,219.0,,,
