row_label_raw,row_label_full,col_0,Năm 2023VND,Năm 2022VND,numeric__Năm 2023VND,numeric__Năm 2022VND
Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,Công ty Cổ phần Sông Đà 2,,
Cổ tức đã nhận,Công ty Cổ phần Sông Đà 2 > Cổ tức đã nhận,Cổ tức đã nhận,3.528.000.000,-,3528000000.0,
Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,Công ty TNHH điện Xekaman 3,,
Doanh thu cung cấp dịch vụ,Công ty TNHH điện Xekaman 3 > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,26.724.479.935,121.890.836.608,26724479935.0,121890836608.0
Chi phí Công trình,Chi phí Công trình,Chi phí Công trình,-,-,,
Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,Công ty Cổ phần Cơ khí Lắp máy Sông Đà,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,1.810.283.850,429.332.681,1810283850.0,429332681.0
Chi phí giá vốn,Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Chi phí giá vốn,Chi phí giá vốn,24.091.220.169,429.332.681,24091220169.0,429332681.0
Lãi cho vay,Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Lãi cho vay,Lãi cho vay,952.621,190.530.518,952621.0,190530518.0
"Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Công ty Cổ phần Cơ khí Lắp máy Sông Đà > Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng","Thu nợ gốc HĐ tín dụng, lãi vay, phí bảo lãnh, tiền thuê Văn phòng",3.000.000.000,3.501.839.706,3000000000.0,3501839706.0
Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,Công ty Cổ phần điện Việt Lào,,
Doanh thu cung cấp dịch vụ,Công ty Cổ phần điện Việt Lào > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,801.861.036,801.861.036,801861036.0,801861036.0
Lãi cho vay,Công ty Cổ phần điện Việt Lào > Lãi cho vay,Lãi cho vay,57.808.620.170,49.568.731.109,57808620170.0,49568731109.0
Cổ tức đã nhận,Công ty Cổ phần điện Việt Lào > Cổ tức đã nhận,Cổ tức đã nhận,224.690.070.000,-,224690070000.0,
Công ty TNHH Tư vấn Xây dựng,Công ty TNHH Tư vấn Xây dựng,Công ty TNHH Tư vấn Xây dựng,Công ty TNHH Tư vấn Xây dựng,Công ty TNHH Tư vấn Xây dựng,,
Sông Đà – Ucrin,Sông Đà – Ucrin,Sông Đà – Ucrin,Sông Đà – Ucrin,Sông Đà – Ucrin,,
Doanh thu cung cấp dịch vụ,Sông Đà – Ucrin > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,381.782.179,447.017.968,381782179.0,447017968.0
Chi phí giá vốn,Sông Đà – Ucrin > Chi phí giá vốn,Chi phí giá vốn,72.750.000,-,72750000.0,
Cổ tức phải thu,Sông Đà – Ucrin > Cổ tức phải thu,Cổ tức phải thu,-,1.697.410.036,,1697410036.0
Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa,,
Doanh thu phí bảo lãnh phải thu nhà Khánh Hòa,Công ty Cổ phần Phát triển nhà Khánh Hòa > Doanh thu phí bảo lãnh phải thu nhà Khánh Hòa,Doanh thu phí bảo lãnh phải thu nhà Khánh Hòa,-,10.553.154,,10553154.0
Chi phí công trình,Công ty Cổ phần Phát triển nhà Khánh Hòa > Chi phí công trình,Chi phí công trình,-,3.366.669.444,,3366669444.0
