row_label_raw,row_label_full,col_0,col_1,Năm 2023VND,Năm 2022VND,numeric__col_1,numeric__Năm 2023VND,numeric__Năm 2022VND
Hội đồng quản trị và ban Tổng giám đốc,Hội đồng quản trị và ban Tổng giám đốc,Hội đồng quản trị và ban Tổng giám đốc,Hội đồng quản trị và ban Tổng giám đốc,5.631.624.607,5.560.352.151,,5631624607.0,5560352151.0
Ông Trần Văn Tuấn(Bố nhiệm ngày 15/06/2023),Ông Trần Văn Tuấn(Bố nhiệm ngày 15/06/2023),Ông Trần Văn Tuấn(Bố nhiệm ngày 15/06/2023),Chủ tịch,1.143.037.979,837.159.714,,1143037979.0,837159714.0
Ông Hồ Văn Dũng(Miễn nhiệm ngày 09/06/2023),Ông Hồ Văn Dũng(Miễn nhiệm ngày 09/06/2023),Ông Hồ Văn Dũng(Miễn nhiệm ngày 09/06/2023),Chủ tịch,1.114.217.268,970.048.702,,1114217268.0,970048702.0
Ông Nguyễn Văn Tùng(Miễn nhiệm ngày 09/06/2023),Ông Nguyễn Văn Tùng(Miễn nhiệm ngày 09/06/2023),Ông Nguyễn Văn Tùng(Miễn nhiệm ngày 09/06/2023),Thành viên,747.234.881,681.639.840,,747234881.0,681639840.0
Ông Phạm Văn Quản(Miễn nhiệm ngày 09/06/2023),Ông Phạm Văn Quản(Miễn nhiệm ngày 09/06/2023),Ông Phạm Văn Quản(Miễn nhiệm ngày 09/06/2023),Thành viên,-,858.078.497,,,858078497.0
Ông Đăng Quốc BảoÔng Trần Anh Đức(Bố nhiệm ngày 19/06/2023),Ông Đăng Quốc BảoÔng Trần Anh Đức(Bố nhiệm ngày 19/06/2023),Ông Đăng Quốc BảoÔng Trần Anh Đức(Bố nhiệm ngày 19/06/2023),Thành viên,882.099.304,890.163.033,,882099304.0,890163033.0
Ông Đăng Quốc BảoÔng Trần Anh Đức(Bố nhiệm ngày 19/06/2023),Ông Đăng Quốc BảoÔng Trần Anh Đức(Bố nhiệm ngày 19/06/2023),Ông Đăng Quốc BảoÔng Trần Anh Đức(Bố nhiệm ngày 19/06/2023),Tổng Giám đốc,301.618.182,-,,301618182.0,
Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Phó Tổng Giám đốc,720.228.627,665.562.262,,720228627.0,665562262.0
Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Phó Tổng Giám đốc,723.188.366,657.700.103,,723188366.0,657700103.0
Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Phó Tổng Giám đốc,-,-,,,
Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát > Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát,,1.606.064.408,941.526.240,,1606064408.0,941526240.0
Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát > Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Trường ban,1.083.806.681,941.526.240,,1083806681.0,941526240.0
Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Ông Phạm Đức ThànhÔng Nguyễn Văn SơnÔng Nguyễn Văn ThựBan kiểm soát > Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Thành viên,522.257.727,-,,522257727.0,
Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023),,,-,,,
Cộng,Ông Nguyễn Văn ThắngÔng Hà Tuấn Linh(Bố nhiệm ngày 09/06/2023) > Cộng,Cộng,Cộng,7.237.689.015,6.501.878.391,,7237689015.0,6501878391.0
