row_label_raw,row_label_full,Giá trị còn lại TSCĐ và chi phí thanh lý TSCĐ,Năm nay,Năm trước > 4.454.058.422,numeric__Năm nay,numeric__Năm trước > 4.454.058.422
Chi phí cho thuê tài sản,Chi phí cho thuê tài sản,Chi phí cho thuê tài sản,4.377.657.766,,4377657766.0,
Các khoản bị phạt,Các khoản bị phạt,Các khoản bị phạt,3.900.294.167,9.009.105.668,3900294167.0,9009105668.0
Các khoản khác,Các khoản khác,Các khoản khác,4.919.527.649,17.390.215.006,4919527649.0,17390215006.0
Cộng,Cộng,Cộng,13.197.479.582,30.853.379.096,13197479582.0,30853379096.0
