row_label_raw,row_label_full,Mã số,Chỉ tiêu,Thuyết minh,Năm 2022,Năm 2021,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2022,numeric__Năm 2021
,,,III. Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
31,31,31,"- Tiền thu từ phát hành cổ phiếu, nhận vốn góp của chủ sở hữu",,15.500.000.000,,,,15500000000.0,
32,32,32,"- Tiền chỉ trả vốn góp cho các chủ sở hữu, mua lại cổ phiếu của doanh nghiệp đã phát hành",,,,,,,
33,32 > 33,33,- Tiền thu từ đi vay,,13.713.227.519.100,12.913.025.148.930,,,13713227519100.0,12913025148930.0
34,32 > 34,34,- Tiền trả nợ gốc vay,,(11.948.764.990.072),(13.336.213.862.641),,,-11948764990072.0,-13336213862641.0
35,32 > 35,35,- Tiền trả nợ gốc thuê tài chính,,(93.538.359.309),(63.901.729.536),,,-93538359309.0,-63901729536.0
36,32 > 36,36,"- Cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(637.424.518.120),(79.049.209),,,-637424518120.0,-79049209.0
40,32 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,1.048.999.651.599,(487.169.492.456),,,1048999651599.0,-487169492456.0
50,32 > 50,50,Lưu chuyển tiền thuần trong năm,,257.394.716.002,(193.896.575.363),,,257394716002.0,-193896575363.0
60,32 > 60,60,Tiền và tương đương tiền đầu năm,,586.000.201.848,783.217.339.870,,,586000201848.0,783217339870.0
61,32 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,4.462.953.241,(3.410.177.314),,,4462953241.0,-3410177314.0
70,32 > 70,70,Tiền và tương đương tiền cuối năm,,847.857.871.091,585.910.587.193,,,847857871091.0,585910587193.0
