row_label_raw,row_label_full,col_0,Giá trị,Số có khả năng trả nợ,Tăng,Giảm,Giá trị_1,Số có khả năng trả nợ_1,numeric__Giá trị,numeric__Số có khả năng trả nợ,numeric__Tăng,numeric__Giảm,numeric__Giá trị_1,numeric__Số có khả năng trả nợ_1
Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,Vay ngắn hạn - VND,,,,,,
"- CTBC Bank Co., Ltd, CN TP. HCM","Vay ngắn hạn - VND > - CTBC Bank Co., Ltd, CN TP. HCM","- CTBC Bank Co., Ltd, CN TP. HCM",54.714.117.000,54.714.117.000,100.957.989.700,101.334.382.200,55.090.509.500,55.090.509.500,54714117000.0,54714117000.0,100957989700.0,101334382200.0,55090509500.0,55090509500.0
- Ngân hàng Công thương Đồng Tháp - Lắp Vô,Vay ngắn hạn - VND > - Ngân hàng Công thương Đồng Tháp - Lắp Vô,- Ngân hàng Công thương Đồng Tháp - Lắp Vô,215.967.272.219,215.967.272.219,245.955.172.219,155.828.942.700,125.841.042.700,125.841.042.700,215967272219.0,215967272219.0,245955172219.0,155828942700.0,125841042700.0,125841042700.0
- Ngân hàng TMCP Ngoại Thương VN - CN Đồng Tháp,Vay ngắn hạn - VND > - Ngân hàng TMCP Ngoại Thương VN - CN Đồng Tháp,- Ngân hàng TMCP Ngoại Thương VN - CN Đồng Tháp,29.875.870.000,29.875.870.000,79.875.870.000,50.000.000.000,,,29875870000.0,29875870000.0,79875870000.0,50000000000.0,,
- Ngân hàng Phát Triển Thành Phố HCM - CN Vũng Tàu,Vay ngắn hạn - VND > - Ngân hàng Phát Triển Thành Phố HCM - CN Vũng Tàu,- Ngân hàng Phát Triển Thành Phố HCM - CN Vũng Tàu,170.729.779.195,170.729.779.195,421.410.656.300,477.938.694.910,227.257.817.805,227.257.817.805,170729779195.0,170729779195.0,421410656300.0,477938694910.0,227257817805.0,227257817805.0
- Ngân Hàng TNHH INDOVINA- Chi nhánh Đồng Nai,Vay ngắn hạn - VND > - Ngân Hàng TNHH INDOVINA- Chi nhánh Đồng Nai,- Ngân Hàng TNHH INDOVINA- Chi nhánh Đồng Nai,22.297.510.200,22.297.510.200,22.297.510.200,,,,22297510200.0,22297510200.0,22297510200.0,,,
- Ngân hàng Hàng Hải Việt Nam- CN TP. HCM,Vay ngắn hạn - VND > - Ngân hàng Hàng Hải Việt Nam- CN TP. HCM,- Ngân hàng Hàng Hải Việt Nam- CN TP. HCM,,,,61.698.145.200,61.698.145.200,61.698.145.200,,,,61698145200.0,61698145200.0,61698145200.0
- Ngân Hàng Thương Mại CP Xăng Dầu Petrolimex CN An Giang.,Vay ngắn hạn - VND > - Ngân Hàng Thương Mại CP Xăng Dầu Petrolimex CN An Giang.,- Ngân Hàng Thương Mại CP Xăng Dầu Petrolimex CN An Giang.,44.738.721.000,44.738.721.000,114.230.316.800,103.907.548.800,34.415.953.000,34.415.953.000,44738721000.0,44738721000.0,114230316800.0,103907548800.0,34415953000.0,34415953000.0
- Ngân hàng Đại Chứng Việt Nam CN An Giang,Vay ngắn hạn - VND > - Ngân hàng Đại Chứng Việt Nam CN An Giang,- Ngân hàng Đại Chứng Việt Nam CN An Giang,,,18.722.113.150,69.940.388.650,51.218.275.500,51.218.275.500,,,18722113150.0,69940388650.0,51218275500.0,51218275500.0
- Ngân hàng Tiên Phong CN An Giang.,Vay ngắn hạn - VND > - Ngân hàng Tiên Phong CN An Giang.,- Ngân hàng Tiên Phong CN An Giang.,137.895.735.000,137.895.735.000,187.843.875.000,99.020.348.000,49.072.208.000,49.072.208.000,137895735000.0,137895735000.0,187843875000.0,99020348000.0,49072208000.0,49072208000.0
