row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Chứng khoán Chính phủ,Chứng khoán Nợ > Chứng khoán Chính phủ,Chứng khoán Chính phủ,8.128.747,9.779.851,8128747.0,9779851.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,1.506.909,302.420,1506909.0,302420.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,
Chứng khoán vốn do các TCKT trong nước phát hành (i),Chứng khoán Vốn > Chứng khoán vốn do các TCKT trong nước phát hành (i),Chứng khoán vốn do các TCKT trong nước phát hành (i),103.883,708.161,103883.0,708161.0
Tổng chứng khoán đầu tư sẵn sàng để bán,Chứng khoán Vốn > Tổng chứng khoán đầu tư sẵn sàng để bán,Tổng chứng khoán đầu tư sẵn sàng để bán,9.739.539,10.790.432,9739539.0,10790432.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán,(8.006),(439.685),-8006.0,-439685.0
,,,9.731.533,10.350.747,9731533.0,10350747.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,
Chứng khoán Chính phủ (ii),Chứng khoán Nợ > Chứng khoán Chính phủ (ii),Chứng khoán Chính phủ (ii),47.783.468,53.048.264,47783468.0,53048264.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,1.959.603,-,1959603.0,
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán Nợ > Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),49.743.071,53.048.264,49743071.0,53048264.0
Tổng chứng khoán đầu tư,Chứng khoán Nợ > Tổng chứng khoán đầu tư,Tổng chứng khoán đầu tư,59.474.604,63.399.011,59474604.0,63399011.0
