row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,Thu nhập lãi từ cho vay công ty con,40.000,40.109,40000.0,40109.0
Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),Thu nhập lãi từ cho vay các bên liên quan khác (i),4.694,3.695,4694.0,3695.0
Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,Chi phí lãi trả cho tiền gửi của các công ty con,17.242,22.272,17242.0,22272.0
Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,Chi phí lãi trả cho tiền gửi của công ty liên doanh và liên kết,-,1.318,,1318.0
Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),Chi phí lãi trả cho tiền gửi của các bên liên quan khác (i),47.824,63.273,47824.0,63273.0
Chi phí lãi giấy tờ có giá phát hành cho các bên liên quan khác (i),Chi phí lãi giấy tờ có giá phát hành cho các bên liên quan khác (i),Chi phí lãi giấy tờ có giá phát hành cho các bên liên quan khác (i),852,2.739,852.0,2739.0
Thu phí từ các công ty con,Thu phí từ các công ty con,Thu phí từ các công ty con,314,249,314.0,249.0
Thu khác từ công ty con,Thu khác từ công ty con,Thu khác từ công ty con,2.123,2.010,2123.0,2010.0
Phí trả cho các công ty con,Phí trả cho các công ty con,Phí trả cho các công ty con,23.759,4.289,23759.0,4289.0
Phí trả cho công ty liên kết,Phí trả cho công ty liên kết,Phí trả cho công ty liên kết,-,271.868,,271868.0
Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,Thu nhập từ lợi nhuận được chia từ các công ty con,31.671,25.513,31671.0,25513.0
Thu nhập cổ tức từ các bên liên quan khác (i),Thu nhập cổ tức từ các bên liên quan khác (i),Thu nhập cổ tức từ các bên liên quan khác (i),-,1.390,,1390.0
Gộp vốn vào các công ty con,Gộp vốn vào các công ty con,Gộp vốn vào các công ty con,1.700.000,-,1700000.0,
Thu do giảm vốn góp vào công ty con,Thu do giảm vốn góp vào công ty con,Thu do giảm vốn góp vào công ty con,150.000,-,150000.0,
Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,Thu nhập của Ban Tổng Giám đốc,57.943,49.670,57943.0,49670.0
Thù lao trả cho các thành viên Hội đồng Quản trị,Thù lao trả cho các thành viên Hội đồng Quản trị,Thù lao trả cho các thành viên Hội đồng Quản trị,20.708,15.943,20708.0,15943.0
Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,Thù lao trả cho Ban Kiểm soát,6.756,5.623,6756.0,5623.0
