row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
Thương mại,Thương mại,Thương mại,64.617.561,55.342.274,64617561.0,55342274.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",1.141.423,1.043.089,1141423.0,1043089.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,24.439.499,24.318.752,24439499.0,24318752.0
Xây dựng,Xây dựng,Xây dựng,15.982.474,14.726.784,15982474.0,14726784.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,8.900.766,7.345.463,8900766.0,7345463.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",3.399.168,3.229.237,3399168.0,3229237.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,809.941,755.053,809941.0,755053.0
Tự vấn và kinh doanh bất động sản,Tự vấn và kinh doanh bất động sản,Tự vấn và kinh doanh bất động sản,5.368.490,4.737.931,5368490.0,4737931.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.342.820,2.712.426,2342820.0,2712426.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,84.756,90.739,84756.0,90739.0
Các ngành nghề khác,Các ngành nghề khác,Các ngành nghề khác,228.821.410,193.315.776,228821410.0,193315776.0
,,,355.908.308,307.617.524,355908308.0,307617524.0
