row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",10.202,15.580,10202.0,15580.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,4.854.402,4.201.578,4854402.0,4201578.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.709.551,1.633.533,1709551.0,1633533.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,359.552,351.750,359552.0,351750.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,7.726,6.862,7726.0,6862.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,2.777.573,2.209.433,2777573.0,2209433.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.677.534,1.729.849,1677534.0,1729849.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,362.857,353.556,362857.0,353556.0
- Chi khác,- Chi khác,- Chi khác,1.314.677,1.376.293,1314677.0,1376293.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,1.689.337,1.750.281,1689337.0,1750281.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",419.539,374.287,419539.0,374287.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),(763.083),(648.290),-763083.0,-648290.0
,,,7.887.931,7.423.285,7887931.0,7423285.0
