row_label_raw,row_label_full,col_0,Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán Triệu VND,numeric__Dự phòng giảm giá chứng khoán đầu tư sẵn sàng để bán Triệu VND
Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,Tại ngày 1 tháng 1 năm 2020,466.865,466865.0
Hoàn nhập trong năm (Thuyết minh 26),Hoàn nhập trong năm (Thuyết minh 26),Hoàn nhập trong năm (Thuyết minh 26),(27.180),-27180.0
Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,Tại ngày 31 tháng 12 năm 2020,439.685,439685.0
Hoàn nhập trong năm (Thuyết minh 26),Hoàn nhập trong năm (Thuyết minh 26),Hoàn nhập trong năm (Thuyết minh 26),(328.445),-328445.0
Phân loại lại (Thuyết minh 11.4),Phân loại lại (Thuyết minh 11.4),Phân loại lại (Thuyết minh 11.4),(103.234),-103234.0
Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,Tại ngày 31 tháng 12 năm 2021,8.006,8006.0
