row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 Triệu VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2021 Triệu VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
01,01,01,"Mua sắm tài sản cố định (""TSCĐ"")",,(624.682),(416.699),,,-624682.0,-416699.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán TSCĐ",,3.124,3.199,,,3124.0,3199.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",,(1.700.000),-,,,-1700000.0,
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",,150.000,-,,,150000.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,41.807,97.773,,,41807.0,97773.0
II,II,II,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TƯ,,(2.129.751),(315.727),,,-2129751.0,-315727.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
02,02,02,Tiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,29.400,,,,29400.0
03,03,03,Tiền chi thanh toán giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,(2.884.000),(170.000),,,-2884000.0,-170000.0
III,III,III,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG TÀI CHÍNH,,(2.884.000),(140.600),,,-2884000.0,-140600.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUẦN TRONG NĂM,,36.627.938,10.210.447,,,36627938.0,10210447.0
V,V,V,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,,45.888.344,35.677.897,,,45888344.0,35677897.0
VII,VII,VII,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM CUỐI NĂM,32,82.516.282,45.888.344,,32.0,82516282.0,45888344.0
