row_label_raw,row_label_full,col_0,31.12.2021Triệu VND,31.12.2020Triệu VND,numeric__31.12.2021Triệu VND,numeric__31.12.2020Triệu VND
Cho vay công ty con,Cho vay công ty con,Cho vay công ty con,551.400,732.833,551400.0,732833.0
Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),Cho vay các bên liên quan khác (i),94.415,45.660,94415.0,45660.0
Tiền gửi của các công ty con,Tiền gửi của các công ty con,Tiền gửi của các công ty con,628.168,301.095,628168.0,301095.0
Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,Tiền gửi của công ty liên doanh và liên kết,-,39.996,,39996.0
Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),Tiền gửi của các bên liên quan khác (i),1.084.890,966.552,1084890.0,966552.0
Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),Giấy tờ có giá phát hành cho các bên liên quan khác (i),-,31.000,,31000.0
Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,Lãi dự thu từ các khoản cho vay công ty con,3.281,5.200,3281.0,5200.0
Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),Lãi dự thu từ các khoản cho vay các bên liên quan khác (i),296,260,296.0,260.0
Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,Lãi dự chi cho tiền gửi của các công ty con,8.120,5.162,8120.0,5162.0
Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,Lãi dự chi cho tiền gửi của công ty liên doanh và liên kết,-,478,,478.0
Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),Lãi dự chi cho tiền gửi của các bên liên quan khác (i),25.380,40.893,25380.0,40893.0
Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),Lãi dự chi giấy tờ có giá phát hành cho các bên liên quan khác (i),-,643,,643.0
Phải thu công ty con,Phải thu công ty con,Phải thu công ty con,185.000,340.000,185000.0,340000.0
Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,Lợi nhuận được chia phải thu từ các công ty con,29.835,25.067,29835.0,25067.0
