row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2023,Tại ngày 01/01/2023,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2023,numeric__Tại ngày 01/01/2023
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,15.639.552.691.256,14.911.138.765.175,200.0,,15639552691256.0,14911138765175.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,120.883.273.364,121.010.459.536,210.0,,120883273364.0,121010459536.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,74.540.000,74.540.000,211.0,,74540000.0,74540000.0
2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,2. Trả trước cho người bán dài hạn,212,,200.000.000,200.000.000,212.0,,200000000.0,200000000.0
3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,3. Phải thu dài hạn khác,216,4.5,127.159.351.764,127.286.537.936,216.0,45.0,127159351764.0,127286537936.0
4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,4. Dự phòng phải thu dài hạn khó đòi,219,4.6,(6.550.618.400),(6.550.618.400),219.0,46.0,-6550618400.0,-6550618400.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,4.933.107.526.180,4.906.329.652.347,220.0,,4933107526180.0,4906329652347.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,4.8,4.603.014.608.791,4.569.258.527.640,221.0,48.0,4603014608791.0,4569258527640.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,9.815.571.055.862,9.359.187.952.568,222.0,,9815571055862.0,9359187952568.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(5.212.556.447.071),(4.789.929.424.928),223.0,,-5212556447071.0,-4789929424928.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,4.9,330.092.917.389,337.071.124.707,227.0,49.0,330092917389.0,337071124707.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,487.299.665.590,483.661.530.666,228.0,,487299665590.0,483661530666.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(157.206.748.201),(146.590.405.959),229.0,,-157206748201.0,-146590405959.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,4.10,4.186.262.556.283,3.962.193.322.543,230.0,410.0,4186262556283.0,3962193322543.0
1. Nguyên giá,1. Nguyên giá,1. Nguyên giá,231,,6.584.990.198.315,6.033.251.598.503,231.0,,6584990198315.0,6033251598503.0
2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,2. Giá trị hao mòn lũy kế,232,,(2.398.727.642.032),(2.071.058.275.960),232.0,,-2398727642032.0,-2071058275960.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,4.285.070.596.409,3.855.332.750.564,240.0,,4285070596409.0,3855332750564.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,4.11,4.285.070.596.409,3.855.332.750.564,242.0,411.0,4285070596409.0,3855332750564.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,4.2,409.991.916.728,445.988.203.385,250.0,42.0,409991916728.0,445988203385.0
1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,252,,271.565.587.589,302.670.197.253,252.0,,271565587589.0,302670197253.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,,219.948.164.350,169.948.164.350,253.0,,219948164350.0,169948164350.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,,(81.521.835.211),(26.630.158.218),254.0,,-81521835211.0,-26630158218.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,1.704.236.822.292,1.620.284.376.800,260.0,,1704236822292.0,1620284376800.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,4.12,1.625.065.213.861,1.561.627.903.993,261.0,412.0,1625065213861.0,1561627903993.0
2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,2. Tài sản thuế thu nhập hoãn lại,262,5.9,79.171.608.431,58.656.472.807,262.0,59.0,79171608431.0,58656472807.0
TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,TỔNG CỘNG TÀI SẢN,270,,23.197.432.593.340,22.664.366.605.093,270.0,,23197432593340.0,22664366605093.0
