row_label_raw,row_label_full,col_0,Tại ngày31/12/2023VND,Tại ngày01/01/2023VND,numeric__Tại ngày31/12/2023VND,numeric__Tại ngày01/01/2023VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Phải trả tiền hợp tác đầu tư dự án khu dân cư Hữu Phước,Ngắn hạn: > Phải trả tiền hợp tác đầu tư dự án khu dân cư Hữu Phước,Phải trả tiền hợp tác đầu tư dự án khu dân cư Hữu Phước,248.914.879.692,217.383.720.572,248914879692.0,217383720572.0
"Cổ tức, lợi nhuận phải trả","Ngắn hạn: > Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",7.362.666.934,10.487.665.659,7362666934.0,10487665659.0
"Nhận ký quỹ, ký cược","Ngắn hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",169.917.753.294,55.376.345.153,169917753294.0,55376345153.0
Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai - Chi phí giải phòng mặt bằng huyện Vĩnh Cửu,Ngắn hạn: > Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai - Chi phí giải phòng mặt bằng huyện Vĩnh Cửu,Trung tâm Phát triển Quỹ đất tỉnh Đồng Nai - Chi phí giải phòng mặt bằng huyện Vĩnh Cửu,47.382.461.015,47.382.461.015,47382461015.0,47382461015.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",54.402.765.277,86.914.920.745,54402765277.0,86914920745.0
Cộng,Ngắn hạn: > Cộng,Cộng,527.980.526.212,417.545.113.144,527980526212.0,417545113144.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
"Nhận ký quỹ, ký cược","Dài hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",190.418.835.860,180.414.783.851,190418835860.0,180414783851.0
"Cổ tức, lợi nhuận phải trả","Dài hạn: > Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",83.058.626.164,88.904.312.164,83058626164.0,88904312164.0
"Các khoản phải trả, phải nộp khác","Dài hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",30.068.087.727,30.714.287.227,30068087727.0,30714287227.0
Cộng,Dài hạn: > Cộng,Cộng,303.545.549.751,300.033.383.242,303545549751.0,300033383242.0
