row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2023,Tại ngày 01/01/2023,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2023,numeric__Tại ngày 01/01/2023
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,7.557.879.902.084,7.753.227.839.918,100.0,,7557879902084.0,7753227839918.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,1.150.835.471.673,1.405.792.705.846,110.0,41.0,1150835471673.0,1405792705846.0
1. Tiền,1. Tiền,1. Tiền,111,,551.102.047.043,520.805.071.112,111.0,,551102047043.0,520805071112.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,599.733.424.630,884.987.634.734,112.0,,599733424630.0,884987634734.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,4.2,2.145.950.000.000,2.502.719.566.668,120.0,42.0,2145950000000.0,2502719566668.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,219.325.919.999,219.325.919.999,121.0,,219325919999.0,219325919999.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(535.919.999),-,122.0,,-535919999.0,
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,1.927.160.000.000,2.283.393.646.669,123.0,,1927160000000.0,2283393646669.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,1.884.115.040.104,1.912.943.001.731,130.0,,1884115040104.0,1912943001731.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,654.218.982.102,594.825.437.491,131.0,43.0,654218982102.0,594825437491.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,4.4,1.098.036.304.701,1.146.162.863.616,132.0,44.0,1098036304701.0,1146162863616.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.5,193.020.364.735,221.186.949.642,136.0,45.0,193020364735.0,221186949642.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.6,(61.160.611.434),(49.232.249.018),137.0,46.0,-61160611434.0,-49232249018.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,4.7,2.154.975.430.346,1.793.556.155.482,140.0,47.0,2154975430346.0,1793556155482.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,2.155.108.612.296,1.793.689.337.432,141.0,,2155108612296.0,1793689337432.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(133.181.950),(133.181.950),149.0,,-133181950.0,-133181950.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,222.003.959.961,138.216.410.191,150.0,,222003959961.0,138216410191.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.12,54.860.281.989,5.584.874.802,151.0,412.0,54860281989.0,5584874802.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,158.968.901.662,125.612.274.638,152.0,,158968901662.0,125612274638.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.15,8.174.776.310,7.019.260.751,153.0,415.0,8174776310.0,7019260751.0
