row_label_raw,row_label_full,col_0,Tại ngày 31/12/2023VND,Tại ngày 31/12/2023VND_1,Tại ngày 31/12/2023VND_2,Tại ngày 01/01/2023VND,Tại ngày 01/01/2023VND_1,Tại ngày 01/01/2023VND_2,numeric__Tại ngày 31/12/2023VND,numeric__Tại ngày 31/12/2023VND_1,numeric__Tại ngày 31/12/2023VND_2,numeric__Tại ngày 01/01/2023VND,numeric__Tại ngày 01/01/2023VND_1,numeric__Tại ngày 01/01/2023VND_2
,,,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,,,,,,
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,"39,72%",112.000.000.000,76.533.760.594,"39,72%",112.000.000.000,81.788.823.534,0.3972,112000000000.0,76533760594.0,0.3972,112000000000.0,81788823534.0
Công ty Cổ phần BOT 319 Cường Thuận CTI,Đầu tư vào công ty liên kết: > Công ty Cổ phần BOT 319 Cường Thuận CTI,Công ty Cổ phần BOT 319 Cường Thuận CTI,"19,58%",60.750.000.000,46.139.361.475,"20,74%",60.750.000.000,49.890.140.118,0.19579999999999997,60750000000.0,46139361475.0,0.20739999999999997,60750000000.0,49890140118.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"40,00%",33.436.575.595,39.206.657.550,"40,00%",33.436.575.595,39.210.448.375,0.4,33436575595.0,39206657550.0,0.4,33436575595.0,39210448375.0
Công ty Cổ phần Xây dựng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,"40,00%",10.886.379.679,10.244.080.758,"40,00%",10.886.379.679,10.782.616.704,0.4,10886379679.0,10244080758.0,0.4,10886379679.0,10782616704.0
Công ty Cổ phần Sơn Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,"30,01%",10.295.294.400,19.295.208.454,"30,01%",10.295.294.400,16.933.642.644,0.30010000000000003,10295294400.0,19295208454.0,0.30010000000000003,10295294400.0,16933642644.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,"36,00%",21.578.551.008,40.974.822.431,"36,00%",21.578.551.008,36.922.045.714,0.36,21578551008.0,40974822431.0,0.36,21578551008.0,36922045714.0
Công ty Cổ phần Căng Long Thành,Đầu tư vào công ty liên kết: > Công ty Cổ phần Căng Long Thành,Công ty Cổ phần Căng Long Thành,"15,30%",1.665.000.000,5.714.380.685,"15,30%",1.665.000.000,5.561.170.354,0.153,1665000000.0,5714380685.0,0.153,1665000000.0,5561170354.0
Công ty Cổ phần Dịch vụ Căng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ Căng Đồng Nai,Công ty Cổ phần Dịch vụ Căng Đồng Nai,"22,95%",13.500.000.000,15.029.731.228,"22,95%",13.500.000.000,14.820.210.960,0.22949999999999998,13500000000.0,15029731228.0,0.22949999999999998,13500000000.0,14820210960.0
Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,"23,04%",7.800.368.003,18.427.584.414,"23,04%",7.800.368.003,18.238.305.518,0.2304,7800368003.0,18427584414.0,0.2304,7800368003.0,18238305518.0
Công ty Cổ phần Cấp nước Gia Tân,Đầu tư vào công ty liên kết: > Công ty Cổ phần Cấp nước Gia Tân,Công ty Cổ phần Cấp nước Gia Tân,,-,-,"16,00%",50.000.000.000,28.522.793.332,,,,0.16,50000000000.0,28522793332.0
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,,271.912.168.685,271.565.587.589,,321.912.168.685,302.670.197.253,,271912168685.0,271565587589.0,,321912168685.0,302670197253.0
