row_label_raw,row_label_full,col_0,Kinh doanhkhu công nghiệp > Năm 2023,Kinh doanhkhu công nghiệp > Năm 2022,Kinh doanhnhà và ha tầng > Năm 2023,Kinh doanhnhà và ha tầng > Năm 2022,Kinh doanhcung cấp nước sach > Năm 2023,Kinh doanhcung cấp nước sach > Năm 2022,Kinh doanhdịch vụ cảng > Năm 2023,Kinh doanhdịch vụ cảng > Năm 2022,Kinh doanhxử lý chất thải > Năm 2023,Kinh doanhxử lý chất thải > Năm 2022,Khác > Năm 2023,Khác > Năm 2022,Đơn vị tính: Triệu đồngTổng công > Năm 2023,Đơn vị tính: Triệu đồngTổng công > Năm 2022,numeric__Kinh doanhkhu công nghiệp > Năm 2023,numeric__Kinh doanhkhu công nghiệp > Năm 2022,numeric__Kinh doanhnhà và ha tầng > Năm 2023,numeric__Kinh doanhnhà và ha tầng > Năm 2022,numeric__Kinh doanhcung cấp nước sach > Năm 2023,numeric__Kinh doanhcung cấp nước sach > Năm 2022,numeric__Kinh doanhdịch vụ cảng > Năm 2023,numeric__Kinh doanhdịch vụ cảng > Năm 2022,numeric__Kinh doanhxử lý chất thải > Năm 2023,numeric__Kinh doanhxử lý chất thải > Năm 2022,numeric__Khác > Năm 2023,numeric__Khác > Năm 2022,numeric__Đơn vị tính: Triệu đồngTổng công > Năm 2023,numeric__Đơn vị tính: Triệu đồngTổng công > Năm 2022
Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,Kết quả hoạt động kinh doanh hợp nhất,,,,,,,,,,,,,,
Kết quả của bộ phậnChi phí không phân bổ,Kết quả hoạt động kinh doanh hợp nhất > Kết quả của bộ phậnChi phí không phân bổ,Kết quả của bộ phậnChi phí không phân bổ,1.006.427,680.674,69.570,112.673,453.380,440.881,428.829,365.238,111.191,127.294,(17.247),(6.028),2.052.150(541.961),1.720.732(554.656),1006427.0,680674.0,69570.0,112673.0,453380.0,440881.0,428829.0,365238.0,111191.0,127294.0,-17247.0,-6028.0,,
Phần lãi hoặc lỗ trongcông ty liên kết,Kết quả hoạt động kinh doanh hợp nhất > Phần lãi hoặc lỗ trongcông ty liên kết,Phần lãi hoặc lỗ trongcông ty liên kết,,,,,,,,,,,,,17.883,2.457,,,,,,,,,,,,,17883.0,2457.0
Lợi nhuận kháckhông phân bổ,Kết quả hoạt động kinh doanh hợp nhất > Lợi nhuận kháckhông phân bổ,Lợi nhuận kháckhông phân bổ,,,,,,,,,,,,,27.213,(14.317),,,,,,,,,,,,,27213.0,-14317.0
"Lợi nhuận trước thuế,thu nhập tài chính vàchi phí tài chính","Kết quả hoạt động kinh doanh hợp nhất > Lợi nhuận trước thuế,thu nhập tài chính vàchi phí tài chính","Lợi nhuận trước thuế,thu nhập tài chính vàchi phí tài chính",,,,,,,,,,,,,1.555.285,1.154.216,,,,,,,,,,,,,1555285.0,1154216.0
Thu nhập tài chính,Kết quả hoạt động kinh doanh hợp nhất > Thu nhập tài chính,Thu nhập tài chính,,,,,,,,,,,,,264.328,304.171,,,,,,,,,,,,,264328.0,304171.0
Chi phí tài chính,Kết quả hoạt động kinh doanh hợp nhất > Chi phí tài chính,Chi phí tài chính,,,,,,,,,,,,,(161.911),(138.577),,,,,,,,,,,,,-161911.0,-138577.0
Lợi nhuận trước thuế,Kết quả hoạt động kinh doanh hợp nhất > Lợi nhuận trước thuế,Lợi nhuận trước thuế,,,,,,,,,,,,,1.657.702,1.319.810,,,,,,,,,,,,,1657702.0,1319810.0
Chi phí thuế TNDN hiện hành,Kết quả hoạt động kinh doanh hợp nhất > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,,,,,,,,,,,,,(279.998),(219.618),,,,,,,,,,,,,-279998.0,-219618.0
Chi phí thuế TNDN hoãn lại,Kết quả hoạt động kinh doanh hợp nhất > Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,,,,,,,,,,,,,20.515,18.377,,,,,,,,,,,,,20515.0,18377.0
Lợi nhuận sau thuế thu nhập doanh nghiệp,Kết quả hoạt động kinh doanh hợp nhất > Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,1.398.219,1.118.569,,,,,,,,,,,,,1398219.0,1118569.0
Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,Các thông tin khác,,,,,,,,,,,,,,
,,,Kinh doanhkhu công nghiệp,Kinh doanhkhu công nghiệp,Kinh doanhnhà và ha tầng,Kinh doanhnhà và ha tầng,Kinh doanhcung cấp nước sach,Kinh doanhcung cấp nước sach,Kinh doanhdịch vụ cảng,Kinh doanhdịch vụ cảng,Kinh doanhxử lý chất thải,Kinh doanhxử lý chất thải,Khác,Khác,Đơn vị tính: Triệu đồngTổng công,Đơn vị tính: Triệu đồngTổng công,,,,,,,,,,,,,,
,,,Tại ngày31/12/2023,Tại ngày01/01/2023,Tại ngày31/12/2023,Tại ngày01/01/2023,Tại ngày31/12/2023,Tại ngày01/01/2023,Tại ngày31/12/2023,Tại ngày01/01/2023,Tại ngày31/12/2023,Tại ngày01/01/2023,Tại ngày31/12/2023,Tại ngày01/01/2023,Tại ngày31/12/2023,Tại ngày01/01/2023,,,,,,,,,,,,,,
Tài sản không phân bổNợ phải trả khôngphân bổ,Các thông tin khác > Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,,,,,,,,,,,,,23.197.433,22.664.367,,,,,,,,,,,,,23197433.0,22664367.0
Tài sản không phân bổNợ phải trả khôngphân bổ,Các thông tin khác > Tài sản không phân bổNợ phải trả khôngphân bổ,Tài sản không phân bổNợ phải trả khôngphân bổ,,,,,,,,,,,,,13.091.625,13.143.370,,,,,,,,,,,,,13091625.0,13143370.0
,,,Kinh doanhkhu công nghiệp,Kinh doanhkhu công nghiệp,Kinh doanhnhà và ha tầng,Kinh doanhnhà và ha tầng,Kinh doanhcung cấp nước sach,Kinh doanhcung cấp nước sach,Kinh doanhdịch vụ cảng,Kinh doanhdịch vụ cảng,Kinh doanhxử lý chất thải,Kinh doanhxử lý chất thải,Khác,Khác,Đơn vị tính: Triệu đồngTổng công,Đơn vị tính: Triệu đồngTổng công,,,,,,,,,,,,,,
,,,Năm 2023,Năm 2022,Năm 2023,Năm 2022,Năm 2023,Năm 2022,Năm 2023,Năm 2022,Năm 2023,Năm 2022,Năm 2023,Năm 2022,Năm 2023,Năm 2022,,,,,,,,,,,,,,
Chi phí mua sắm tài sảnChi phí khấu hao,Chi phí mua sắm tài sảnChi phí khấu hao,Chi phí mua sắm tài sảnChi phí khấu hao,,,,,,,,,,,,,(2.211.584)907.958,(1.696.424)930.795,,,,,,,,,,,,,,
