row_label_raw,row_label_full,col_0,Tại ngày31/12/2023VND,Tại ngày01/01/2023VND,numeric__Tại ngày31/12/2023VND,numeric__Tại ngày01/01/2023VND
Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,,
Công ty Cổ phần Xây dựng Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,908.877.900,1.415.006.673,908877900.0,1415006673.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,521.070.725,9.359.782.614,521070725.0,9359782614.0
Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựngCấp nước Đồng Nai,123.563.593,390.844.304,123563593.0,390844304.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Phải thu ngắn hạn của khách hàng: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,83.764.275,55.289.850,83764275.0,55289850.0
Công ty Cổ phần Dịch vụ Cắng Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Dịch vụ Cắng Đồng Nai,Công ty Cổ phần Dịch vụ Cắng Đồng Nai,82.120.226,56.865.089,82120226.0,56865089.0
Công ty Cổ phần Cảng Long Thành,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,12.459.744,13.182.048,12459744.0,13182048.0
Công ty Cổ phần Sơn Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,-,3.628.800,,3628800.0
Cộng - Xem thêm Mục 4.3,Phải thu ngắn hạn của khách hàng: > Cộng - Xem thêm Mục 4.3,Cộng - Xem thêm Mục 4.3,1.731.856.463,11.294.599.378,1731856463.0,11294599378.0
Phải thu ngắn hạn khác - Xem thêm Mục 4.5:,Phải thu ngắn hạn khác - Xem thêm Mục 4.5:,Phải thu ngắn hạn khác - Xem thêm Mục 4.5:,Phải thu ngắn hạn khác - Xem thêm Mục 4.5:,Phải thu ngắn hạn khác - Xem thêm Mục 4.5:,,
Công ty Cổ phần Kinh doanh nhà Đồng Nai(Xem trang tiếp theo),Phải thu ngắn hạn khác - Xem thêm Mục 4.5: > Công ty Cổ phần Kinh doanh nhà Đồng Nai(Xem trang tiếp theo),Công ty Cổ phần Kinh doanh nhà Đồng Nai(Xem trang tiếp theo),8.756.728.087,5.713.699.087,8756728087.0,5713699087.0
