row_label_raw,row_label_full,STT,Tên công ty,Ngành nghề hoạt động chính,Địa chỉ,Tỷ lệ quyền biểu quyết,Tỷ lệ vốn góp trực tiếp,Tỷ lệ lợi ích,numeric__Tên công ty,numeric__Ngành nghề hoạt động chính,numeric__Địa chỉ,numeric__Tỷ lệ quyền biểu quyết,numeric__Tỷ lệ vốn góp trực tiếp,numeric__Tỷ lệ lợi ích
1.,1.,1.,Công ty Cổ phầnCấp nước Đồng Nai,"Khai thác, xử lý nước phục vụ sinh hoạt đô thị và công nghiệp, phân phối nước sạch","Số 48 đường Cách Mạng Tháng Tám, phường Quyết Thắng, thành phố Biên Hòa, tỉnh Đồng Nai","63,99%","63,99%","63,99%",,,,0.6399,0.6399,0.6399
2.,2.,2.,Công ty Cổ phầnMôi trường Sonadezi,Thu gom rác thải không độc hại,"12 Huỳnh Văn Nghệ, phường Bửu Long, thành phố Biên Hòa, tỉnh Đồng Nai","64,04%","64,04%","64,04%",,,,0.6404000000000001,0.6404000000000001,0.6404000000000001
3.,3.,3.,Công ty Cổ phầnCảng Đồng Nai,Kinh doanh dịch vụ cảng biển,"1B-D3 khu phố Bình Dương, phường Long Bình Tân, thành phố Biên Hòa, tỉnh Đồng Nai","51,00%","51,00%","51,00%",,,,0.51,0.51,0.51
4.,4.,4.,Công ty Cổ phần Đầu tưXây dựng và Vật liệu Đồng Nai,Sản xuất công nghiệp và dịch vụ,"138 khu phố 1, đường Nguyễn Ái Quốc, phường Trắng Dài, thành phố Biên Hoà, tỉnh Đồng Nai","52,29%","52,29%","52,29%",,,,0.5229,0.5229,0.5229
5.,5.,5.,Công ty Cổ phần Phát triểnĐô thị Công nghiệp Số 2,"Đầu tư xây dựng, kinh doanh bắt động sản, cho thuê khu công nghiệp","H22 Võ Thị Sáu, phường Thống Nhất, thành phố Biên Hòa, tỉnh Đồng Nai","57,95%","57,86%","57,95%",,,,0.5795,0.5786,0.5795
6.,6.,6.,Công ty Cổ phầnSonadezi Long Thành,Đầu tư xây dựng và kinh doanh cơ sở hạ tầng khu công nghiệp,"Đường 5, khu công nghiệp Long Thành, xã Tam An, huyện Long Thành, tỉnh Đồng Nai","56,16%","52,75%","56,16%",,,,0.5616,0.5275,0.5616
