row_label_raw,row_label_full,col_0,Tại ngày31/12/2023VND,Tại ngày01/01/2023VND,numeric__Tại ngày31/12/2023VND,numeric__Tại ngày01/01/2023VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
"Doanh thu nhận trước cho thuê đất, hạ tầng khu công nghiệp","Ngắn hạn: > Doanh thu nhận trước cho thuê đất, hạ tầng khu công nghiệp","Doanh thu nhận trước cho thuê đất, hạ tầng khu công nghiệp",176.880.430.840,165.691.528.318,176880430840.0,165691528318.0
Doanh thu chưa thực hiện khác,Ngắn hạn: > Doanh thu chưa thực hiện khác,Doanh thu chưa thực hiện khác,23.721.824.807,18.808.952.168,23721824807.0,18808952168.0
Cộng,Ngắn hạn: > Cộng,Cộng,200.602.255.647,184.500.480.486,200602255647.0,184500480486.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
"Doanh thu nhận trước cho thuê đất, hạ tầng khu công nghiệp","Dài hạn: > Doanh thu nhận trước cho thuê đất, hạ tầng khu công nghiệp","Doanh thu nhận trước cho thuê đất, hạ tầng khu công nghiệp",4.608.157.426.389,4.681.902.719.721,4608157426389.0,4681902719721.0
Doanh thu chưa thực hiện khác,Dài hạn: > Doanh thu chưa thực hiện khác,Doanh thu chưa thực hiện khác,42.078.826.202,35.917.151.761,42078826202.0,35917151761.0
Cộng,Dài hạn: > Cộng,Cộng,4.650.236.252.591,4.717.819.871.482,4650236252591.0,4717819871482.0
