row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,,
Trái phiếu Chính phủ,Chứng khoán nợ > Trái phiếu Chính phủ,Trái phiếu Chính phủ,8.544.746,1.296.581,8544746.0,1296581.0
Trái phiếu do các TCTD trong nước phát hành,Chứng khoán nợ > Trái phiếu do các TCTD trong nước phát hành,Trái phiếu do các TCTD trong nước phát hành,3.445.688,659.570,3445688.0,659570.0
Trái phiếu do các tổ chức kinh tế (“TCKT”) trong nước phát hành,Chứng khoán nợ > Trái phiếu do các tổ chức kinh tế (“TCKT”) trong nước phát hành,Trái phiếu do các tổ chức kinh tế (“TCKT”) trong nước phát hành,1.503.575,727.508,1503575.0,727508.0
,,,13.494.009,2.683.659,13494009.0,2683659.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,,
Dự phòng chung,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng chung,Dự phòng chung,(11.277),(4.765),-11277.0,-4765.0
Dự phòng cụ thể,Dự phòng rủi ro chứng khoán kinh doanh > Dự phòng cụ thể,Dự phòng cụ thể,(102),(439),-102.0,-439.0
,,,(11.379),(5.204),-11379.0,-5204.0
,,,13.482.630,2.678.455,13482630.0,2678455.0
Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,Trạng thái niêm yết tại thời điểm cuối năm như sau:,,
,,,31/12/2021Triệu VND,31/12/2020Triệu VND,,
Đã niêm yết,Trạng thái niêm yết tại thời điểm cuối năm như sau: > Đã niêm yết,Đã niêm yết,9.076.713,1.597.220,9076713.0,1597220.0
