row_label_raw,row_label_full,col_0,Quyền sử dụng đấtTriệu VND,Phần mềm máy vi tínhTriệu VND,Tổng cộngTriệu VND,numeric__Quyền sử dụng đấtTriệu VND,numeric__Phần mềm máy vi tínhTriệu VND,numeric__Tổng cộngTriệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,377.996,361.353,739.349,377996.0,361353.0,739349.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,-,47.006,47.006,,47006.0,47006.0
Giảm trong năm,Nguyên giá > Giảm trong năm,Giảm trong năm,-,(28.699),(28.699),,-28699.0,-28699.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,377.996,379.660,757.656,377996.0,379660.0,757656.0
Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,Hao mòn lũy kế,,,
Số dư đầu năm,Hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,-,160.987,160.987,,160987.0,160987.0
Phân bổ trong năm,Hao mòn lũy kế > Phân bổ trong năm,Phân bổ trong năm,-,27.410,27.410,,27410.0,27410.0
Giảm trong năm,Hao mòn lũy kế > Giảm trong năm,Giảm trong năm,-,(25.974),(25.974),,-25974.0,-25974.0
Số dư cuối năm,Hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,-,162.423,162.423,,162423.0,162423.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,377.996,200.366,578.362,377996.0,200366.0,578362.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,377.996,217.237,595.233,377996.0,217237.0,595233.0
