row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty con,
Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty con,
Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Cùng thành viên HĐQT,
Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Cùng thành viên HĐQT,
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Cùng thành viên HĐQT,
Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Cùng thành viên HĐQT,
Tổng Công ty Thương mại Hà Nội – CTCP,Tổng Công ty Thương mại Hà Nội – CTCP,Tổng Công ty Thương mại Hà Nội – CTCP,Cùng thành viên HĐQT,
Công ty Cổ phần Tập đoàn BRG (“BRG”),Công ty Cổ phần Tập đoàn BRG (“BRG”),Công ty Cổ phần Tập đoàn BRG (“BRG”),Cùng thành viên HĐQT,
Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Cùng thành viên HĐQT,
Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP (“VEAM”),Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP (“VEAM”),Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam – CTCP (“VEAM”),Cùng thành viên HĐQT,
Công ty TNHH MTV Cơ khí Trần Hưng Đạo,Công ty TNHH MTV Cơ khí Trần Hưng Đạo,Công ty TNHH MTV Cơ khí Trần Hưng Đạo,Công ty con của VEAM,
Công ty TNHH MTV Diesel Sông Công,Công ty TNHH MTV Diesel Sông Công,Công ty TNHH MTV Diesel Sông Công,Công ty con của VEAM,
Công ty TNHH Hoàng Viên Quảng Bá,Công ty TNHH Hoàng Viên Quảng Bá,Công ty TNHH Hoàng Viên Quảng Bá,Công ty con của BRG,
Công ty Cổ phần Đầu tư du lịch Huế,Công ty Cổ phần Đầu tư du lịch Huế,Công ty Cổ phần Đầu tư du lịch Huế,Công ty con của BRG,
