row_label_raw,row_label_full,col_0,Dự phòng chung cho chứng khoán nợ sản sàng để bán Triệu VND,Dự phòng cụ thể cho chứng khoán nợ sản sàng để bán Triệu VND,TổngTriệu VND,numeric__Dự phòng chung cho chứng khoán nợ sản sàng để bán Triệu VND,numeric__Dự phòng cụ thể cho chứng khoán nợ sản sàng để bán Triệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,36.066,1.129,37.195,36066.0,1129.0,37195.0
Dự phòng trích lập/(hoàn nhập) trong năm,Dự phòng trích lập/(hoàn nhập) trong năm,Dự phòng trích lập/(hoàn nhập) trong năm,4.865,(1.129),3.736,4865.0,-1129.0,3736.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,40.931,-,40.931,40931.0,,40931.0
