row_label_raw,row_label_full,col_0,col_1,2021Triệu VND,2020Triệu VND,numeric__col_1,numeric__2021Triệu VND,numeric__2020Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định,(113.197),(177.287),,-113197.0,-177287.0
07,07,07,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",-,(1.300),,,-1300.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",21.041,10.152,,21041.0,10152.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoảnđầu tư, góp vốn dài hạn",15.986,14.911,,15986.0,14911.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪHOẠT ĐỘNG ĐẦU TƯ,(76.170),(153.524),,-76170.0,-153524.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
01,01,01,Tăng vốn cổ phần từ phát hành cổ phiếu,2.405.623,1.406.782,,2405623.0,1406782.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪHOẠT ĐỘNG TÀI CHÍNH,2.405.623,1.406.782,,2405623.0,1406782.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,13.179.488,1.369.995,,13179488.0,1369995.0
V,V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀNĐẦU NĂM,30.026.703,28.656.708,,30026703.0,28656708.0
VII,VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIỀNCƯỚI NĂM (THUYẾT MINH 35),43.206.191,30.026.703,,43206191.0,30026703.0
