row_label_raw,row_label_full,col_0,Tổng dư nợ cho vayTriệu VND,Tổng tiền gửiTriệu VND,Các cam kết tín dụngTriệu VND,Công cụ tài chínhphái sinhTriệu VND,Kinh doanh và đầu tưchứng khoánTriệu VND,numeric__Tổng dư nợ cho vayTriệu VND,numeric__Tổng tiền gửiTriệu VND,numeric__Các cam kết tín dụngTriệu VND,numeric__Công cụ tài chínhphái sinhTriệu VND,numeric__Kinh doanh và đầu tưchứng khoánTriệu VND
Trong nướcNước ngoài,Trong nướcNước ngoài,Trong nướcNước ngoài,131.877.157379.738,145.543.59869.101,6.010.011-,47.804-,29.931.205-,131877157379738.0,14554359869101.0,,,
,,,132.256.895,145.612.699,6.010.011,47.804,29.931.205,132256895.0,145612699.0,6010011.0,47804.0,29931205.0
