row_label_raw,row_label_full,Tên,31/12/2021,31/12/2021_1,31/12/2020,31/12/2020_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2020,numeric__31/12/2020_1
Tên,Tên,Tên,Giá gốcTriệu VND,Tỷ lệnấm giữ,Giá gốcTriệu VND,Tỷ lệnấm giữ,,,,
Công ty Cổ phần AJC,Tên > Công ty Cổ phần AJC,Công ty Cổ phần AJC,24.102,"10,00%",24.102,"10,00%",24102.0,0.1,24102.0,0.1
Công ty Cổ phần Xăng dầu Dầu khí Tây Ninh,Tên > Công ty Cổ phần Xăng dầu Dầu khí Tây Ninh,Công ty Cổ phần Xăng dầu Dầu khí Tây Ninh,12.470,"9,59%",12.470,"9,59%",12470.0,0.0959,12470.0,0.0959
Công ty Cổ phần Sản xuất và Chế biến Dầu khí Phú Mỹ,Tên > Công ty Cổ phần Sản xuất và Chế biến Dầu khí Phú Mỹ,Công ty Cổ phần Sản xuất và Chế biến Dầu khí Phú Mỹ,11.000,"2,20%",11.000,"2,20%",11000.0,0.022000000000000002,11000.0,0.022000000000000002
Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,Tên > Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,Công ty Cổ phần Xăng dầu Dầu khí Sài Gòn,10.000,"5,00%",10.000,"5,00%",10000.0,0.05,10000.0,0.05
Công ty Cổ phần Xăng dầu Dầu khí Vũng Tàu,Tên > Công ty Cổ phần Xăng dầu Dầu khí Vũng Tàu,Công ty Cổ phần Xăng dầu Dầu khí Vũng Tàu,10.000,"8,33%",10.000,"8,33%",10000.0,0.0833,10000.0,0.0833
Công ty Cổ phần Xăng dầu Dầu khí Miền Trung,Tên > Công ty Cổ phần Xăng dầu Dầu khí Miền Trung,Công ty Cổ phần Xăng dầu Dầu khí Miền Trung,4.800,"1,59%",4.800,"6,00%",4800.0,0.0159,4800.0,0.06
Công ty Cổ phần Thanh toán Quốc gia Việt Nam,Tên > Công ty Cổ phần Thanh toán Quốc gia Việt Nam,Công ty Cổ phần Thanh toán Quốc gia Việt Nam,3.300,"1,06%",3.300,"1,06%",3300.0,0.0106,3300.0,0.0106
Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Tên > Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,Công ty Cổ phần Xăng dầu Dầu khí Hà Nội,7.500,"3,00%",7.500,"3,00%",7500.0,0.03,7500.0,0.03
Công ty Cổ phần Chứng khoán Bảo Minh,Tên > Công ty Cổ phần Chứng khoán Bảo Minh,Công ty Cổ phần Chứng khoán Bảo Minh,-,-,15.000,"3,00%",,,15000.0,0.03
,,,83.172,,98.172,,83172.0,,98172.0,
