row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,,
Thu nhập lãi tiền gửi,Thu nhập lãi và các khoản thu nhập tương tự > Thu nhập lãi tiền gửi,Thu nhập lãi tiền gửi,143.116,129.944,143116.0,129944.0
Thu nhập lãi cho vay,Thu nhập lãi và các khoản thu nhập tương tự > Thu nhập lãi cho vay,Thu nhập lãi cho vay,9.593.340,8.928.987,9593340.0,8928987.0
Thu lãi từ đầu tư chứng khoán,Thu nhập lãi và các khoản thu nhập tương tự > Thu lãi từ đầu tư chứng khoán,Thu lãi từ đầu tư chứng khoán,1.751.934,1.484.305,1751934.0,1484305.0
Thu nhập từ nghiệp vụ bão lãnh,Thu nhập lãi và các khoản thu nhập tương tự > Thu nhập từ nghiệp vụ bão lãnh,Thu nhập từ nghiệp vụ bão lãnh,72.823,45.552,72823.0,45552.0
Thu khác từ hoạt động tín dụng,Thu nhập lãi và các khoản thu nhập tương tự > Thu khác từ hoạt động tín dụng,Thu khác từ hoạt động tín dụng,91.805,95.325,91805.0,95325.0
,,,11.653.018,10.684.113,11653018.0,10684113.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,,
Trả lãi tiền gửi,Chi phí lãi và các chi phí tương tự > Trả lãi tiền gửi,Trả lãi tiền gửi,5.825.276,6.489.424,5825276.0,6489424.0
Trả lãi tiền vay,Chi phí lãi và các chi phí tương tự > Trả lãi tiền vay,Trả lãi tiền vay,153.714,113.501,153714.0,113501.0
Trả lãi phát hành giấy tờ có giá,Chi phí lãi và các chi phí tương tự > Trả lãi phát hành giấy tờ có giá,Trả lãi phát hành giấy tờ có giá,538.142,965.548,538142.0,965548.0
Chi phí hoạt động tín dụng khác,Chi phí lãi và các chi phí tương tự > Chi phí hoạt động tín dụng khác,Chi phí hoạt động tín dụng khác,105.780,76.957,105780.0,76957.0
,,,6.622.912,7.645.430,6622912.0,7645430.0
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,5.030.106,3.038.683,5030106.0,3038683.0
