row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,,
Các khoản phải thu nội bộ,Các khoản phải thu > Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,412.117,362.150,412117.0,362150.0
Các khoản phải thu bên ngoài,Các khoản phải thu > Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,1.543.446,701.982,1543446.0,701982.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Phải thu tiền bán chứng khoán,Trong đó: > - Phải thu tiền bán chứng khoán,- Phải thu tiền bán chứng khoán,-,356.606,,356606.0
- Phải thu từ Thư tín dụng trả chậm có thể thanh toán ngay (i),Trong đó: > - Phải thu từ Thư tín dụng trả chậm có thể thanh toán ngay (i),- Phải thu từ Thư tín dụng trả chậm có thể thanh toán ngay (i),1.339.893,235.873,1339893.0,235873.0
- Các khoản phải thu bên ngoài khác,Trong đó: > - Các khoản phải thu bên ngoài khác,- Các khoản phải thu bên ngoài khác,203.553,109.503,203553.0,109503.0
"Các khoản lãi, phí phải thu","Trong đó: > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",1.665.984,2.594.434,1665984.0,2594434.0
Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,Tài sản Có khác,,
Chi phí chờ phân bổ,Tài sản Có khác > Chi phí chờ phân bổ,Chi phí chờ phân bổ,1.222.594,540.036,1222594.0,540036.0
Tài sản nhận gán nợ,Tài sản Có khác > Tài sản nhận gán nợ,Tài sản nhận gán nợ,908.982,961.936,908982.0,961936.0
,,,5.753.123,5.160.538,5753123.0,5160538.0
Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Tài sản Có khác > Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,Các khoản dự phòng rủi ro cho các tài sản Có nội bằng khác,(28.057),(21.628),-28057.0,-21628.0
,,,5.725.066,5.138.910,5725066.0,5138910.0
