row_label_raw,row_label_full,col_0,Tài sản/(Nợ phải trả),Tài sản/(Nợ phải trả)_1,numeric__Tài sản/(Nợ phải trả),numeric__Tài sản/(Nợ phải trả)_1
,,,31/12/2021Triệu VND,31/12/2020Triệu VND,,
Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank,,
▪ Vốn góp của Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Vốn góp của Ngân hàng,▪ Vốn góp của Ngân hàng,500.000,500.000,500000.0,500000.0
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(15.538),(2.204),-15538.0,-2204.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(15.000),(20.100),-15000.0,-20100.0
▪ Các khoản phải trả khác cho Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Các khoản phải trả khác cho Ngân hàng,▪ Các khoản phải trả khác cho Ngân hàng,11.462,12.227,11462.0,12227.0
▪ Tiền vay tại Ngân hàng,Công ty TNHH MTV Quản lý nợ và Khai thác tài sản SeABank > ▪ Tiền vay tại Ngân hàng,▪ Tiền vay tại Ngân hàng,-,44.417,,44417.0
Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,Công ty Tài chính TNHH MTV Bưu điện,,
▪ Vốn góp của Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Vốn góp của Ngân hàng,▪ Vốn góp của Ngân hàng,1.260.000,1.260.000,1260000.0,1260000.0
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(245.448),(183.157),-245448.0,-183157.0
▪ Tiền gửi có kỳ hạn của Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Tiền gửi có kỳ hạn của Ngân hàng,▪ Tiền gửi có kỳ hạn của Ngân hàng,2.100.000,-,2100000.0,
▪ Chứng chỉ tiền gửi tại Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Chứng chỉ tiền gửi tại Ngân hàng,▪ Chứng chỉ tiền gửi tại Ngân hàng,400.000,-,400000.0,
▪ Các khoản phải trả khác cho Ngân hàng,Công ty Tài chính TNHH MTV Bưu điện > ▪ Các khoản phải trả khác cho Ngân hàng,▪ Các khoản phải trả khác cho Ngân hàng,5.747,-,5747.0,
Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,Công ty TNHH Khách sạn Nhà Hát,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty TNHH Khách sạn Nhà Hát > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(30.836),(34.862),-30836.0,-34862.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty TNHH Khách sạn Nhà Hát > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(54.915),(77.415),-54915.0,-77415.0
Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(9.248),(4.949),-9248.0,-4949.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty TNHH Thương mại Quốc tế và Dịch vụ Siêu thị Big C Thăng Long > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(326.431),(618.106),-326431.0,-618106.0
Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,Công ty Cổ phần Thăng Long GTC,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(60.785),(173.126),-60785.0,-173126.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Thăng Long GTC > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(370.400),(375.400),-370400.0,-375400.0
Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,Công ty Cổ phần Tập đoàn BRG và Công ty con,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Tập đoàn BRG và Công ty con > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(152.553),(139.713),-152553.0,-139713.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Tập đoàn BRG và Công ty con > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(631.545),(8.500),-631545.0,-8500.0
Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(9.473),(5.259),-9473.0,-5259.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Du lịch Dịch vụ Hà Nội > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(301.228),(312.582),-301228.0,-312582.0
Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(25.704),(23.565),-25704.0,-23565.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(1.679.300),(910.000),-1679300.0,-910000.0
Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội,,
▪ Tiền gửi không kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội > ▪ Tiền gửi không kỳ hạn tại Ngân hàng,▪ Tiền gửi không kỳ hạn tại Ngân hàng,(163.416),(135.545),-163416.0,-135545.0
▪ Tiền gửi có kỳ hạn tại Ngân hàng,Công ty Cổ phần Đầu tư phát triển Thành phố Thông minh Bắc Hà Nội > ▪ Tiền gửi có kỳ hạn tại Ngân hàng,▪ Tiền gửi có kỳ hạn tại Ngân hàng,(3.000.000),(3.100.000),-3000000.0,-3100000.0
