row_label_raw,row_label_full,col_0,31/12/2021Triệu VND,31/12/2020Triệu VND,numeric__31/12/2021Triệu VND,numeric__31/12/2020Triệu VND
"Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước","Cho vay các tổ chức kinh tế, cá nhân trong nước",124.514.411,108.317.908,124514411.0,108317908.0
Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,Các khoản trả thay khách hàng,5.761,-,5761.0,
Cho vay các tổ chức kinh tế và cá nhân nước ngoài,Cho vay các tổ chức kinh tế và cá nhân nước ngoài,Cho vay các tổ chức kinh tế và cá nhân nước ngoài,379.738,406.139,379738.0,406139.0
,,,124.899.910,108.724.047,124899910.0,108724047.0
Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,Phân tích chất lượng dư nợ cho vay:,,
,,,31/12/2021Triệu VND,31/12/2020Triệu VND,,
Nhóm 1 - Nợ đủ tiêu chuẩn,Phân tích chất lượng dư nợ cho vay: > Nhóm 1 - Nợ đủ tiêu chuẩn,Nhóm 1 - Nợ đủ tiêu chuẩn,122.717.627,106.608.728,122717627.0,106608728.0
Nhóm 2 - Nợ cần chú ý,Phân tích chất lượng dư nợ cho vay: > Nhóm 2 - Nợ cần chú ý,Nhóm 2 - Nợ cần chú ý,133.717,98.455,133717.0,98455.0
Nhóm 3 - Nợ dưới tiêu chuẩn,Phân tích chất lượng dư nợ cho vay: > Nhóm 3 - Nợ dưới tiêu chuẩn,Nhóm 3 - Nợ dưới tiêu chuẩn,307.217,301.988,307217.0,301988.0
Nhóm 4 - Nợ nghi ngờ,Phân tích chất lượng dư nợ cho vay: > Nhóm 4 - Nợ nghi ngờ,Nhóm 4 - Nợ nghi ngờ,316.348,380.092,316348.0,380092.0
Nhóm 5 - Nợ có khả năng mất vốn,Phân tích chất lượng dư nợ cho vay: > Nhóm 5 - Nợ có khả năng mất vốn,Nhóm 5 - Nợ có khả năng mất vốn,1.425.001,1.334.784,1425001.0,1334784.0
,,,124.899.910,108.724.047,124899910.0,108724047.0
