row_label_raw,row_label_full,Số dư đầu năm > Hoàn nhập dự phòng trong năm(Thuyết minh số 32) > Phân loại lại sang dự phòng đầu tư chứng khoángiữ đến ngày đáo hạn > Xử lý rủi ro trong năm,Năm 2019 triệu đồng > 8.838 > (8.491) > -,Năm 2018 triệu đồng > 406.474 > - > (49.226) > (348.562),numeric__Năm 2019 triệu đồng > 8.838 > (8.491) > -,numeric__Năm 2018 triệu đồng > 406.474 > - > (49.226) > (348.562)
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(347),152,-347.0,152.0
,,,-,8.838,,8838.0
