row_label_raw,row_label_full,col_0,31/12/2019triệu đồng,31/12/2018triệu đồng,numeric__31/12/2019triệu đồng,numeric__31/12/2018triệu đồng
Bảo lãnh vay vốn,Bảo lãnh vay vốn,Bảo lãnh vay vốn,81.864,89.264,81864.0,89264.0
Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,Cam kết giao dịch hối đoái,155.723.464,120.015.948,155723464.0,120015948.0
- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,- Cam kết mua ngoại tệ,5.949.719,9.019.360,5949719.0,9019360.0
- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,- Cam kết bán ngoại tệ,6.416.536,11.102.468,6416536.0,11102468.0
- Cam kết mua giao dịch hoán đổi ngoại tệ,- Cam kết mua giao dịch hoán đổi ngoại tệ,- Cam kết mua giao dịch hoán đổi ngoại tệ,71.691.021,49.939.486,71691021.0,49939486.0
- Cam kết bán giao dịch hoán đổi ngoại tệ,- Cam kết bán giao dịch hoán đổi ngoại tệ,- Cam kết bán giao dịch hoán đổi ngoại tệ,71.666.188,49.954.634,71666188.0,49954634.0
Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,Cam kết trong nghiệp vụ L/C,21.340.471,24.623.727,21340471.0,24623727.0
Bảo lãnh khác,Bảo lãnh khác,Bảo lãnh khác,76.678.646,71.203.920,76678646.0,71203920.0
Các cam kết khác,Các cam kết khác,Các cam kết khác,35.334.273,20.325.895,35334273.0,20325895.0
Tổng cộng,Tổng cộng,Tổng cộng,289.158.718,236.258.754,289158718.0,236258754.0
