row_label_raw,row_label_full,col_0,31/12/2019 triệu đồng,31/12/2018 triệu đồng,numeric__31/12/2019 triệu đồng,numeric__31/12/2018 triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",92.691.975,77.397.793,92691975.0,77397793.0
- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,- Tiền gửi không kỳ hạn bằng VND,74.411.736,66.777.624,74411736.0,66777624.0
- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,- Tiền gửi không kỳ hạn bằng ngoại tệ,18.280.239,10.620.169,18280239.0,10620169.0
"Tiền,vàng gửi có kỳ hạn","Tiền,vàng gửi có kỳ hạn","Tiền,vàng gửi có kỳ hạn",169.998.106,143.192.010,169998106.0,143192010.0
- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,- Tiền gửi có kỳ hạn bằng VND,165.143.274,138.451.273,165143274.0,138451273.0
- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,- Tiền gửi có kỳ hạn bằng ngoại tệ,4.854.832,4.740.737,4854832.0,4740737.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,4.665.862,4.925.942,4665862.0,4925942.0
- Tiền gửi vốn chuyển nhượng bằng VND,- Tiền gửi vốn chuyển nhượng bằng VND,- Tiền gửi vốn chuyển nhượng bằng VND,3.881.000,4.366.668,3881000.0,4366668.0
- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,- Tiền gửi vốn chuyên dùng bằng ngoại tệ,784.862,559.274,784862.0,559274.0
Tiền gửi ký quỹ,Tiền gửi ký quỹ,Tiền gửi ký quỹ,7.643.830,15.273.820,7643830.0,15273820.0
- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,- Tiền gửi ký quỹ bằng VND,3.794.136,7.904.125,3794136.0,7904125.0
- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,- Tiền gửi ký quỹ bằng ngoại tệ,3.849.694,7.369.695,3849694.0,7369695.0
,,,274.999.773,240.789.565,274999773.0,240789565.0
