row_label_raw,row_label_full,col_0,Đơn vị: triệu đồng > Miền Bắc,Đơn vị: triệu đồng > Miền Trung,Đơn vị: triệu đồng > Miền Nam,Đơn vị: triệu đồng > Nước ngoài,Đơn vị: triệu đồng > Loại trừ,Đơn vị: triệu đồng > Tổng cộng,numeric__Đơn vị: triệu đồng > Miền Bắc,numeric__Đơn vị: triệu đồng > Miền Trung,numeric__Đơn vị: triệu đồng > Miền Nam,numeric__Đơn vị: triệu đồng > Nước ngoài,numeric__Đơn vị: triệu đồng > Loại trừ,numeric__Đơn vị: triệu đồng > Tổng cộng
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,
1. Tiền mặt,Tài sản > 1. Tiền mặt,1. Tiền mặt,1.182.232,327.653,777.367,52.431,-,2.339.683,1182232.0,327653.0,777367.0,52431.0,,2339683.0
2. Tài sản cố định,Tài sản > 2. Tài sản cố định,2. Tài sản cố định,2.280.375,25.221,65.772,17.035,-,2.388.403,2280375.0,25221.0,65772.0,17035.0,,2388403.0
3. Tài sản khác,Tài sản > 3. Tài sản khác,3. Tài sản khác,268.604.421,34.568.432,86.999.061,4.429.098,(772.005),393.829.007,268604421.0,34568432.0,86999061.0,4429098.0,-772005.0,393829007.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,
1. Nợ phải trả khách hàng bên ngoài,Nợ phải trả > 1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,277.101.309,14.671.352,52.727.069,2.115.499,(370.800),346.244.429,277101309.0,14671352.0,52727069.0,2115499.0,-370800.0,346244429.0
2. Nợ phải trả nội bộ,Nợ phải trả > 2. Nợ phải trả nội bộ,2. Nợ phải trả nội bộ,1.281.156,13,276,(293),-,1.281.152,1281156.0,13.0,276.0,-293.0,,1281152.0
3. Nợ phải trả khác,Nợ phải trả > 3. Nợ phải trả khác,3. Nợ phải trả khác,12.622.433,261.589,1.250.816,21.264,(401.205),13.754.897,12622433.0,261589.0,1250816.0,21264.0,-401205.0,13754897.0
