row_label_raw,row_label_full,"Số lượng cán bộ, công nhân viên bình quân trong năm (người)",Năm 2019 > 9.559,Năm 2018 > 8.678,numeric__Năm 2019 > 9.559,numeric__Năm 2018 > 8.678
"Thu nhập của cán bộ, công nhân viên (triệu đồng)","Thu nhập của cán bộ, công nhân viên (triệu đồng)","Thu nhập của cán bộ, công nhân viên (triệu đồng)",3.891.628,3.133.125,3891628.0,3133125.0
Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),Thu nhập bình quân tháng (triệu đồng/người/tháng),"33,93","30,09",33.93,30.09
