row_label_raw,row_label_full,Các khoản thuế phải nộp Nhà nước (Thuyết minh số 23),31/12/2019triệu đồng > 526.430,31/12/2018triệu đồng > 444.654,numeric__31/12/2019triệu đồng > 526.430,numeric__31/12/2018triệu đồng > 444.654
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,358.758,179.069,358758.0,179069.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,960.320,277.818,960320.0,277818.0
Phải trả liên quan đến dịch vụ liên kết với Viettel,Phải trả liên quan đến dịch vụ liên kết với Viettel,Phải trả liên quan đến dịch vụ liên kết với Viettel,2.036.682,915.811,2036682.0,915811.0
Phải trả giao dịch chuyển tiền liên ngân hàng,Phải trả giao dịch chuyển tiền liên ngân hàng,Phải trả giao dịch chuyển tiền liên ngân hàng,4.141.421,2.673.848,4141421.0,2673848.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,597.152,275.045,597152.0,275045.0
,,,8.620.763,4.766.245,8620763.0,4766245.0
