row_label_raw,row_label_full,col_0,31/12/2019%/năm,31/12/2018%/năm,numeric__31/12/2019%/năm,numeric__31/12/2018%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"2,40 - 6,40","4,60 - 5,40",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"0,01 - 2,10","2,50 - 3,20",,
Cho vay bằng VND,Cho vay bằng VND,Cho vay bằng VND,"4,40 - 7,20","5,40 - 5,60",,
Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,Cho vay bằng ngoại tệ,"0,01 - 4,10","2,50 - 3,60",,
