row_label_raw,row_label_full,col_0,31/12/2019%/năm,31/12/2018%/năm,numeric__31/12/2019%/năm,numeric__31/12/2018%/năm
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"1,60 – 4,70","4,30 – 5,00",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"1,70 – 2,10","2,45 – 3,00",,
Tiền vay các tổ chức tín dụng khác bằng VND,Tiền vay các tổ chức tín dụng khác bằng VND,Tiền vay các tổ chức tín dụng khác bằng VND,"3,60 – 4,80","5,00 – 5,20",,
Tiền vay các tổ chức tín dụng khác bằng ngoại tệ,Tiền vay các tổ chức tín dụng khác bằng ngoại tệ,Tiền vay các tổ chức tín dụng khác bằng ngoại tệ,"1,50 – 3,60","2,45 – 3,20",,
