row_label_raw,row_label_full,Tại ngày 31 tháng 12 năm 2019,Tổng giá trị của hợp đồng theo tỷ giá ngày hiệu lực hợp đồng triệu đồng > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2019,Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị của hợp đồng theo tỷ giá ngày hiệu lực hợp đồng triệu đồng > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Tài sản triệu đồng > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Công nợ triệu đồng > Tại ngày 31 tháng 12 năm 2019,numeric__Tổng giá trị ghi sổ kế toán (theo tỷ giá tại ngày báo cáo) > Giá trị thuần triệu đồng > Tại ngày 31 tháng 12 năm 2019
Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,9.796.836,24.322,(28.477),(4.155),9796836.0,24322.0,-28477.0,-4155.0
Giao dịch hoán đổi,Giao dịch hoán đổi,Giao dịch hoán đổi,90.103.028,17.970.895,(17.951.954),18.941,90103028.0,17970895.0,-17951954.0,18941.0
,,,99.899.864,17.995.217,(17.980.431),14.786,99899864.0,17995217.0,-17980431.0,14786.0
Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,,,,
Giao dịch kỳ hạn tiền tệ,Tại ngày 31 tháng 12 năm 2018 > Giao dịch kỳ hạn tiền tệ,Giao dịch kỳ hạn tiền tệ,15.062.070,82.373,(67.166),15.207,15062070.0,82373.0,-67166.0,15207.0
Giao dịch hoán đổi,Tại ngày 31 tháng 12 năm 2018 > Giao dịch hoán đổi,Giao dịch hoán đổi,50.865.489,9.598.475,(9.577.650),20.825,50865489.0,9598475.0,-9577650.0,20825.0
,,,65.927.559,9.680.848,(9.644.816),36.032,65927559.0,9680848.0,-9644816.0,36032.0
