row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.1,3.932.611,3.897.868,,,3932611.0,3897868.0
,,,2. Chi phí lãi và các khoản chi phí tương tự,VI.2,2.989.448,2.905.817,,,2989448.0,2905817.0
,,,I. Thu nhập lãi thuần,,943.163,992.051,,,943163.0,992051.0
,,,3. Thu nhập từ hoạt động dịch vụ,VI.3,70.756,52.446,,,70756.0,52446.0
,,,4. Chi phí từ hoạt động dịch vụ,VI.3,20.661,21.277,,,20661.0,21277.0
,,,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.3,50.095,31.169,,,50095.0,31169.0
,,,III. Lãi/lỗ thuần từ kinh doanh ngoại hối,VI.4,25.237,28.631,,,25237.0,28631.0
,,,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,,-,-,,,,
,,,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.5,77.167,61.938,,,77167.0,61938.0
,,,5. Thu nhập từ hoạt động khác,VI.6,57.809,34.255,,,57809.0,34255.0
,,,6. Chi phí từ hoạt động khác,VI.6,8.174,8.208,,,8174.0,8208.0
,,,VI. Lãi/lỗ thuần từ hoạt động khác,VI.6,49.635,26.047,,,49635.0,26047.0
,,,"VII. Thu nhập từ góp vốn, mua cổ phần",VI.7,12.875,57.230,,,12875.0,57230.0
,,,VIII. Chi phí hoạt động,VI.8,1.041.584,994.444,,,1041584.0,994444.0
,,,IX. Lợi nhuận thuần từ hoạt động kinh doanh trướcchi phí dự phòng rủi ro tín dụng,,116.588,202.622,,,116588.0,202622.0
,,,X. Chi phí dự phòng rủi ro tín dụng,V.6,(2.410),75.287,,,-2410.0,75287.0
,,,XI. Tổng lợi nhuận trước thuế,,118.998,127.335,,,118998.0,127335.0
,,,7. Chi phí thuế thu nhập doanh nghiệp hiện hành,VIII.2,21.651,15.251,,,21651.0,15251.0
,,,8. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
,,,XII. Chi phí thuế thu nhập doanh nghiệp,,21.651,15.251,,,21651.0,15251.0
,,,XIII. Lợi nhuận sau thuế,,97.347,112.084,,,97347.0,112084.0
,,,XIV. Lãi cơ bản trên cổ phiếu,VI.9,,,,,,
