row_label_raw,row_label_full,Số đầu năm,Năm nay > 10.709,Năm trước > 872,numeric__Năm nay > 10.709,numeric__Năm trước > 872
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,-,24.966,,24966.0
Chi quỹ,Chi quỹ,Chi quỹ,(9.613),(15.129),-9613.0,-15129.0
Số cuối năm,Số cuối năm,Số cuối năm,1.096,10.709,1096.0,10709.0
