row_label_raw,row_label_full,col_0,Miền Bắc > Năm nay,Miền Bắc > Năm trước,Miền Trung > Năm nay,Miền Trung > Năm trước,Miền Nam > Năm nay,Miền Nam > Năm trước,Điều chỉnh > Năm nay,Điều chỉnh > Năm trước,Cộng > Năm nay,Cộng > Năm trước,numeric__Miền Bắc > Năm nay,numeric__Miền Bắc > Năm trước,numeric__Miền Trung > Năm nay,numeric__Miền Trung > Năm trước,numeric__Miền Nam > Năm nay,numeric__Miền Nam > Năm trước,numeric__Điều chỉnh > Năm nay,numeric__Điều chỉnh > Năm trước,numeric__Cộng > Năm nay,numeric__Cộng > Năm trước
I. Thu nhập,I. Thu nhập,I. Thu nhập,448.883,324.621,699.047,620.292,3.957.020,4.218.859,(823.986),(985.784),4.280.964,4.177.988,448883.0,324621.0,699047.0,620292.0,3957020.0,4218859.0,-823986.0,-985784.0,4280964.0,4177988.0
1. Thu nhập lãi,1. Thu nhập lãi,1. Thu nhập lãi,441.507,316.656,682.661,605.527,3.632.429,3.961.469,(823.986),(985.784),3.932.611,3.897.868,441507.0,316656.0,682661.0,605527.0,3632429.0,3961469.0,-823986.0,-985784.0,3932611.0,3897868.0
Thu nhập lãi khách hàng bên ngoài,Thu nhập lãi khách hàng bên ngoài,Thu nhập lãi khách hàng bên ngoài,158.732,166.843,624.563,574.006,3.149.316,3.157.019,-,-,3.932.611,3.897.868,158732.0,166843.0,624563.0,574006.0,3149316.0,3157019.0,,,3932611.0,3897868.0
Thu nhập lãi nội bộ,Thu nhập lãi nội bộ,Thu nhập lãi nội bộ,282.775,149.813,58.098,31.521,483.113,804.450,(823.986),(985.784),-,-,282775.0,149813.0,58098.0,31521.0,483113.0,804450.0,-823986.0,-985784.0,,
2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,3.810,2.830,12.765,10.025,54.181,39.591,-,-,70.756,52.446,3810.0,2830.0,12765.0,10025.0,54181.0,39591.0,,,70756.0,52446.0
3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,3.566,5.135,3.621,4.740,270.410,217.799,-,-,277.597,227.674,3566.0,5135.0,3621.0,4740.0,270410.0,217799.0,,,277597.0,227674.0
II. Chi phí,II. Chi phí,II. Chi phí,402.017,291.432,602.605,508.941,3.983.740,4.160.777,(823.986),(985.784),4.164.376,3.975.366,402017.0,291432.0,602605.0,508941.0,3983740.0,4160777.0,-823986.0,-985784.0,4164376.0,3975366.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,346.419,238.247,452.933,364.081,3.014.082,3.289.273,(823.986),(985.784),2.989.448,2.905.817,346419.0,238247.0,452933.0,364081.0,3014082.0,3289273.0,-823986.0,-985784.0,2989448.0,2905817.0
Chi phí lãi từ khách hàng bên ngoài,Chi phí lãi từ khách hàng bên ngoài,Chi phí lãi từ khách hàng bên ngoài,327.656,217.033,410.273,326.011,2.251.519,2.362.773,-,-,2.989.448,2.905.817,327656.0,217033.0,410273.0,326011.0,2251519.0,2362773.0,,,2989448.0,2905817.0
Chi phí lãi từ nội bộ,Chi phí lãi từ nội bộ,Chi phí lãi từ nội bộ,18.763,21.214,42.660,38.070,762.563,926.500,(823.986),(985.784),-,-,18763.0,21214.0,42660.0,38070.0,762563.0,926500.0,-823986.0,-985784.0,,
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,1.024,988,7.978,7.563,58.532,59.819,-,-,67.534,68.370,1024.0,988.0,7978.0,7563.0,58532.0,59819.0,,,67534.0,68370.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,54.574,52.197,141.694,137.297,911.126,811.685,-,-,1.107.394,1.001.179,54574.0,52197.0,141694.0,137297.0,911126.0,811685.0,,,1107394.0,1001179.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,46.866,33.189,96.442,111.351,(26.720),58.082,-,-,116.588,202.622,46866.0,33189.0,96442.0,111351.0,-26720.0,58082.0,,,116588.0,202622.0
Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,186,6.821,662,11.388,(3.258),57.078,-,-,(2.410),75.287,186.0,6821.0,662.0,11388.0,-3258.0,57078.0,,,-2410.0,75287.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,46.680,26.368,95.780,99.963,(23.462),1.004,-,-,118.998,127.335,46680.0,26368.0,95780.0,99963.0,-23462.0,1004.0,,,118998.0,127335.0
