row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01.,01.,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,4.136.443,4.188.971,,,4136443.0,4188971.0
02.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02.,02.,Chi phí lãi và các chi phí tương tự đã trả,,(2.654.625),(2.768.005),,,-2654625.0,-2768005.0
03.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03.,03.,Thu nhập hoạt động dịch vụ nhận được,VI.3,50.095,31.169,,,50095.0,31169.0
04.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04.,04.,"Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,102.404,90.569,,,102404.0,90569.0
05.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05.,05.,Thu nhập khác,,(2.018),840,,,-2018.0,840.0
06.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06.,06.,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",VI.6,40.666,16.637,,,40666.0,16637.0
07.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07.,07.,"Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(974.061),(926.067),,,-974061.0,-926067.0
08.,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08.,08.,Tiền thuế thực nộp trong năm,VIII.2,(6.946),(32.611),,,-6946.0,-32611.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,691.958,601.503,,,691958.0,601503.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,
09.,09.,09.,(Tăng)/Giảm tiền vàng gửi và cho vay các TCTD khác,,-,-,,,,
10.,09. > 10.,10.,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(2.551.017),723.199,,,-2551017.0,723199.0
11.,09. > 11.,11.,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,853,134,,,853.0,134.0
12.,09. > 12.,12.,(Tăng)/Giảm các khoản cho vay khách hàng,,(1.236.552),(4.007.651),,,-1236552.0,-4007651.0
13.,09. > 13.,13.,(Giảm)/Tăng nguồn dự phòng để bù đáp tổn thất các khoản,V.6,(425),(127.984),,,-425.0,-127984.0
14.,09. > 14.,14.,(Tăng)/Giảm khác về tài sản hoạt động,,(19.849),68.298,,,-19849.0,68298.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15.,Những thay đổi về công nợ hoạt động > 15.,15.,Tăng/(Giảm) các khoản nợ Chính phủ và Ngân hàng Nhà nước,,-,(255.545),,,,-255545.0
16.,Những thay đổi về công nợ hoạt động > 16.,16.,"Tăng/(Giảm) tiền gửi, tiền vay các TCTD",,(3.127.335),4.288.435,,,-3127335.0,4288435.0
17.,Những thay đổi về công nợ hoạt động > 17.,17.,Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho bạc Nhà nước),,9.093.052,3.648.793,,,9093052.0,3648793.0
