row_label_raw,row_label_full,col_0,Miền Bắc > Số cuối năm,Miền Bắc > Số đầu năm,Miền Trung > Số cuối năm,Miền Trung > Số đầu năm,Miền Nam > Số cuối năm,Miền Nam > Số đầu năm,Điều chỉnh > Số cuối năm,Điều chỉnh > Số đầu năm,Cộng > Số cuối năm,Cộng > Số đầu năm,numeric__Miền Bắc > Số cuối năm,numeric__Miền Bắc > Số đầu năm,numeric__Miền Trung > Số cuối năm,numeric__Miền Trung > Số đầu năm,numeric__Miền Nam > Số cuối năm,numeric__Miền Nam > Số đầu năm,numeric__Điều chỉnh > Số cuối năm,numeric__Điều chỉnh > Số đầu năm,numeric__Cộng > Số cuối năm,numeric__Cộng > Số đầu năm
I. Tài sản,I. Tài sản,I. Tài sản,2.173.180,1.438.442,5.884.382,6.064.997,49.414.638,43.807.216,-,-,57.472.200,51.310.655,2173180.0,1438442.0,5884382.0,6064997.0,49414638.0,43807216.0,,,57472200.0,51310655.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,92.223,47.073,128.847,108.503,534.862,539.185,-,-,755.932,694.761,92223.0,47073.0,128847.0,108503.0,534862.0,539185.0,,,755932.0,694761.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,3.598,4.379,256.846,263.862,1.191.659,1.234.496,-,-,1.452.103,1.502.737,3598.0,4379.0,256846.0,263862.0,1191659.0,1234496.0,,,1452103.0,1502737.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,2.077.359,1.386.990,5.498.689,5.692.632,47.688.117,42.033.535,-,-,55.264.165,49.113.157,2077359.0,1386990.0,5498689.0,5692632.0,47688117.0,42033535.0,,,55264165.0,49113157.0
II. Nợ phải trả,II. Nợ phải trả,II. Nợ phải trả,5.051.102,3.568.019,6.585.282,5.025.871,41.975.448,38.951.946,-,-,53.611.832,47.545.836,5051102.0,3568019.0,6585282.0,5025871.0,41975448.0,38951946.0,,,53611832.0,47545836.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,5.050.135,3.567.048,6.583.580,5.023.769,41.708.320,38.750.678,-,-,53.342.035,47.341.495,5050135.0,3567048.0,6583580.0,5023769.0,41708320.0,38750678.0,,,53342035.0,47341495.0
2. Nợ phải trả khác,2. Nợ phải trả khác,2. Nợ phải trả khác,967,971,1.702,2.102,267.128,201.268,-,-,269.797,204.341,967.0,971.0,1702.0,2102.0,267128.0,201268.0,,,269797.0,204341.0
