row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý","Tiền mặt, vàng bạc, đá quý",755.932,-,694.761,-,755932.0,,694761.0,
Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,3.500.995,-,2.998.548,-,3500995.0,,2998548.0,
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,11.911.947,-,9.877.201,-,11911947.0,,9877201.0,
Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,Công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,853,-,,,853.0,
Cho vay khách hàng,Cho vay khách hàng,Cho vay khách hàng,34.716.197,(293.153),33.479.645,(295.988),34716197.0,-293153.0,33479645.0,-295988.0
Chứng khoán đầu tư giữ đến ngày đáo hạn khác,Chứng khoán đầu tư giữ đến ngày đáo hạn khác,Chứng khoán đầu tư giữ đến ngày đáo hạn khác,3.381.781,-,830.764,-,3381781.0,,830764.0,
"Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14.521,-,14.521,-,14521.0,,14521.0,
"Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",1.066.409,-,1.270.241,-,1066409.0,,1270241.0,
Các-tài sản có khác,Các-tài sản có khác,Các-tài sản có khác,192.423,(4.125),95.826,(4.125),192423.0,-4125.0,95826.0,-4125.0
Cộng,Cộng,Cộng,55.540.205,(297.278),49.262.360,(300.113),55540205.0,-297278.0,49262360.0,-300113.0
