row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,3.776.667.179,3.238.797.279,3776667179.0,3238797279.0
Phải thu các bên liên quan từ việc cán trừ công nợ,Phải thu các bên liên quan từ việc cán trừ công nợ,Phải thu các bên liên quan từ việc cán trừ công nợ,2.221.320.699,2.096.923.128,2221320699.0,2096923128.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,1.327.842.863,946.736.873,1327842863.0,946736873.0
Chi hộ,Chi hộ,Chi hộ,227.099.249,194.598.910,227099249.0,194598910.0
Khác,Khác,Khác,404.368,538.368,404368.0,538368.0
Dài hạn,Dài hạn,Dài hạn,1.888.959.326,1.736.955.331,1888959326.0,1736955331.0
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,1.849.847.014,1.736.955.331,1849847014.0,1736955331.0
Cho mượn hàng hóa,Cho mượn hàng hóa,Cho mượn hàng hóa,39.112.312,-,39112312.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,5.665.626.505,4.975.752.610,5665626505.0,4975752610.0
Dự phòng phải thu khác khó đòi (TM số 9),Dự phòng phải thu khác khó đòi (TM số 9),Dự phòng phải thu khác khó đòi (TM số 9),(123.093),-,-123093.0,
GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,GIÁ TRỊ THUẦN,5.665.503.412,4.975.752.610,5665503412.0,4975752610.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác các bên liên quan(TM số 27),Trong đó: > Phải thu ngắn hạn khác các bên liên quan(TM số 27),Phải thu ngắn hạn khác các bên liên quan(TM số 27),3.776.262.811,3.238.258.910,3776262811.0,3238258910.0
Phải thu dài hạn khác các bên liên quan(TM số 27),Trong đó: > Phải thu dài hạn khác các bên liên quan(TM số 27),Phải thu dài hạn khác các bên liên quan(TM số 27),1.888.959.327,1.736.955.331,1888959327.0,1736955331.0
Phải thu khác các bên thứ ba,Trong đó: > Phải thu khác các bên thứ ba,Phải thu khác các bên thứ ba,281.274,538.369,281274.0,538369.0
