row_label_raw,row_label_full,col_0,Năm nay,Ngàn VNDNăm trước,numeric__Năm nay,numeric__Ngàn VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,7.871.024,7.643.844,7871024.0,7643844.0
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,6.833.577,6.526.520,6833577.0,6526520.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,1.018.147,1.018.798,1018147.0,1018798.0
Khác,Khác,Khác,19.300,98.526,19300.0,98526.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,17.104.149,14.662.159,17104149.0,14662159.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,7.506.904,-,7506904.0,
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,3.468.342,4.442.474,3468342.0,4442474.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,1.139.793,3.828.364,1139793.0,3828364.0
Khấu hao và hao mòn,Khấu hao và hao mòn,Khấu hao và hao mòn,842.400,1.217.430,842400.0,1217430.0
Khác,Khác,Khác,4.146.710,5.173.891,4146710.0,5173891.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,24.975.173,22.306.003,24975173.0,22306003.0
