row_label_raw,row_label_full,HA Attapeu,Bán hàng hóa,2.234.838.783,1.942.422.475,numeric__Bán hàng hóa,numeric__2.234.838.783,numeric__1.942.422.475
Nam Lào,Nam Lào,Nam Lào,Bán hàng hóa,308.406.115,26.422.588,,308406115.0,26422588.0
HAQM Lào,HAQM Lào,HAQM Lào,Bán hàng hóa,50.203.100,48.566.895,,50203100.0,48566895.0
HA Oyadav,HA Oyadav,HA Oyadav,Bán hàng hóa,39.775.808,38.479.447,,39775808.0,38479447.0
CRD,CRD,CRD,Bán hàng hóa,12.477.674,14.718.339,,12477674.0,14718339.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,2.645.701.480,2.070.609.744,,2645701480.0,2070609744.0
