row_label_raw,row_label_full,HA Attapeu,Cho vay,4.851.032.056,4.572.526.645,numeric__Cho vay,numeric__4.851.032.056,numeric__4.572.526.645
HA Rattanakiri,HA Rattanakiri,HA Rattanakiri,Cho vay,805.908.354,805.908.354,,805908354.0,805908354.0
HAQM Lào,HAQM Lào,HAQM Lào,Cho vay,620.432.694,619.432.694,,620432694.0,619432694.0
HA Oyadav,HA Oyadav,HA Oyadav,Cho vay,591.431.340,591.431.340,,591431340.0,591431340.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,6.868.804.444,6.589.299.033,,6868804444.0,6589299033.0
