row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
10,10,10,1. Doanh thu thuần về bán hàng và cung cấp dịch vụ,20.1,745.675.740,589.310.336,,201.0,745675740.0,589310336.0
11,11,11,2. Giá vốn hàng bán và dịch vụ cung cấp,21,(730.144.334),(579.623.447),,21.0,-730144334.0,-579623447.0
20,20,20,3. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,15.531.406,9.686.889,,,15531406.0,9686889.0
21,21,21,4. Doanh thu hoạt động tài chính,20.2,842.858.811,836.927.390,,202.0,842858811.0,836927390.0
22,22,22,5. Chi phí tài chính,22,(1.778.509.111),(1.726.174.172),,22.0,-1778509111.0,-1726174172.0
23,23,23,Trong đó: Chi phí lãi vay,,(778.049.862),(567.116.337),,,-778049862.0,-567116337.0
25,25,25,6. Chi phí bán hàng,23,(7.871.024),(7.643.844),,23.0,-7871024.0,-7643844.0
26,26,26,7. Chi phí quản lý doanh nghiệp,23,(17.104.149),(14.662.159),,23.0,-17104149.0,-14662159.0
30,30,30,8. Lỗ thuần từ hoạt động kinh doanh,,(945.094.067),(901.865.896),,,-945094067.0,-901865896.0
31,31,31,9. Thu nhập khác,24,21.013.656,16.881.513,,24.0,21013656.0,16881513.0
32,32,32,10. Chi phí khác,24,(2.053.006),(27.923.838),,24.0,-2053006.0,-27923838.0
40,40,40,11. Lợi nhuận (lỗ) khác,24,18.960.650,(11.042.325),,24.0,18960650.0,-11042325.0
50,50,50,12. Tổng lỗ kế toán trước thuế,,(926.133.417),(912.908.221),,,-926133417.0,-912908221.0
51,51,51,13. Chi phí thuế TNDN hiện hành,26.1,-,-,,261.0,,
60,60,60,14. Lỗ sau thuế TNDN,,(926.133.417),(912.908.221),,,-926133417.0,-912908221.0
