row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,496.340.740,405.869.609,496340740.0,405869609.0
Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,248.565.000,183.440.727,248565000.0,183440727.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,770.000,-,770000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,745.675.740,589.310.336,745675740.0,589310336.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu thuần với các bên liên quan(TM số 27),Trong đó: > Doanh thu thuần với các bên liên quan(TM số 27),Doanh thu thuần với các bên liên quan(TM số 27),745.675.740,589.129.438,745675740.0,589129438.0
Doanh thu thuần với các bên khác,Trong đó: > Doanh thu thuần với các bên khác,Doanh thu thuần với các bên khác,-,180.898,,180898.0
