row_label_raw,row_label_full,col_0,Ngành kinh doanh,31/12/2017 và 31/12/2016,31/12/2017 và 31/12/2016_1,numeric__Ngành kinh doanh,numeric__31/12/2017 và 31/12/2016,numeric__31/12/2017 và 31/12/2016_1
,,,Ngành kinh doanh,Tỷ lệ vốn góp(%),Giá gốcTriệu VND,,,
Công ty TNHH Vietcombank – Bonday,Công ty TNHH Vietcombank – Bonday,Công ty TNHH Vietcombank – Bonday,Cho thuê văn phòng,16%,11.110,,0.16,11110.0
