row_label_raw,row_label_full,col_0,Mối quan hệ,2017Triệu VNDThu nhập/(chi phí),2016Triệu VND,numeric__Mối quan hệ,numeric__2017Triệu VNDThu nhập/(chi phí),numeric__2016Triệu VND
Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Ngân hàng Nhà nước Việt NamThu nhập từ lãi tiền gửiChi phí lãi tiền gửi và tiền vay,Đại diệnchủ sở hữu,134.601(173.156),124.475(160.765),,,
Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bộ Tài chínhChi phí lãi tiền gửiChi phí lãi tiền vay,Bên liênquan của chùsở hữu,(565.023)(28.991),(204.319)(26.959),,,
Công ty TNHH Một thành viênCho thuê Tài chính VietcombankThu nhập lãi tiền vayChi phí lãi tiền gửiThu nhập từ hoạt động dịch vụ,Công ty TNHH Một thành viênCho thuê Tài chính VietcombankThu nhập lãi tiền vayChi phí lãi tiền gửiThu nhập từ hoạt động dịch vụ,Công ty TNHH Một thành viênCho thuê Tài chính VietcombankThu nhập lãi tiền vayChi phí lãi tiền gửiThu nhập từ hoạt động dịch vụ,Công ty con,102.180(5.894)2.179,86.969(1.921)1.592,,,
Công ty TNHH Chứng khoán VietcombankChi phí lãi tiền gửiChi phí hoạt động dịch vụ,Công ty TNHH Chứng khoán VietcombankChi phí lãi tiền gửiChi phí hoạt động dịch vụ,Công ty TNHH Chứng khoán VietcombankChi phí lãi tiền gửiChi phí hoạt động dịch vụ,Công ty con,(113)(3.474),(237)(2.306),,,
Công ty TNHH Cao ốc Vietcombank 198Chi phí lãi tiền gửiChi phí thuê văn phòngLợi nhuận đã chia cho Ngân hàng,Công ty TNHH Cao ốc Vietcombank 198Chi phí lãi tiền gửiChi phí thuê văn phòngLợi nhuận đã chia cho Ngân hàng,Công ty TNHH Cao ốc Vietcombank 198Chi phí lãi tiền gửiChi phí thuê văn phòngLợi nhuận đã chia cho Ngân hàng,Công ty con,(29.726)(88.190)43.696,(22.623)(87.437)95.015,,,
Công ty TNHH Tài chính Việt NamThu nhập từ lãi tiền gửi,Công ty TNHH Cao ốc Vietcombank 198Chi phí lãi tiền gửiChi phí thuê văn phòngLợi nhuận đã chia cho Ngân hàng > Công ty TNHH Tài chính Việt NamThu nhập từ lãi tiền gửi,Công ty TNHH Tài chính Việt NamThu nhập từ lãi tiền gửi,Công ty con,12.603,5.358,,12603.0,5358.0
