row_label_raw,row_label_full,col_0,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),numeric__31/12/2017Triệu VND,numeric__31/12/2016Triệu VND(trình bày lại)
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,83.207.275,91.010.370,83207275.0,91010370.0
Công ty trách nhiệm hữu hạn,Công ty trách nhiệm hữu hạn,Công ty trách nhiệm hữu hạn,108.217.678,96.011.521,108217678.0,96011521.0
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,38.032.148,30.451.483,38032148.0,30451483.0
Hợp tác xã và công ty tư nhân,Hợp tác xã và công ty tư nhân,Hợp tác xã và công ty tư nhân,5.245.068,7.452.950,5245068.0,7452950.0
Cá nhân,Cá nhân,Cá nhân,176.880.162,115.813.397,176880162.0,115813397.0
Khác,Khác,Khác,127.289.338,116.398.068,127289338.0,116398068.0
,,,538.871.669,457.137.789,538871669.0,457137789.0
Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,Phân tích dư nợ cho vay theo ngành như sau:,,
,,,31/12/2017Triệu VND,31/12/2016Triệu VND(trình bày lại),,
Xây dựng,Phân tích dư nợ cho vay theo ngành như sau: > Xây dựng,Xây dựng,31.830.003,24.900.269,31830003.0,24900269.0
"Sản xuất và phân phối điện, khí đốt và nước","Phân tích dư nợ cho vay theo ngành như sau: > Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",26.547.170,28.618.100,26547170.0,28618100.0
Sản xuất và gia công chế biến,Phân tích dư nợ cho vay theo ngành như sau: > Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,145.538.258,139.144.433,145538258.0,139144433.0
Khai khoáng,Phân tích dư nợ cho vay theo ngành như sau: > Khai khoáng,Khai khoáng,16.275.547,18.433.775,16275547.0,18433775.0
"Nông, lâm, thủy hải sản","Phân tích dư nợ cho vay theo ngành như sau: > Nông, lâm, thủy hải sản","Nông, lâm, thủy hải sản",11.291.317,12.737.662,11291317.0,12737662.0
Vận tải kho bãi và thông tin liên lạc,Phân tích dư nợ cho vay theo ngành như sau: > Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,22.440.387,26.326.817,22440387.0,26326817.0
"Thương mại, dịch vụ","Phân tích dư nợ cho vay theo ngành như sau: > Thương mại, dịch vụ","Thương mại, dịch vụ",118.498.977,117.594.006,118498977.0,117594006.0
"Nhà hàng, khách sạn","Phân tích dư nợ cho vay theo ngành như sau: > Nhà hàng, khách sạn","Nhà hàng, khách sạn",9.438.419,8.459.066,9438419.0,8459066.0
Các ngành khác,Phân tích dư nợ cho vay theo ngành như sau: > Các ngành khác,Các ngành khác,157.011.591,80.923.661,157011591.0,80923661.0
,,,538.871.669,457.137.789,538871669.0,457137789.0
