row_label_raw,row_label_full,col_0,col_1,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộng,numeric__col_1,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộng
,,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ trên 1 tháng đến 3 tháng,Từ trên 3 tháng đến 12 tháng,Từ trên 1 năm đến 5 năm,Trên 5 năm,Tổng cộng,,,,,,,,,
,,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,,,
,,,Tài sản,,,,,,,,,,,,,,,,,
I,I,I,"Tiền mặt, vàng bạc, đá quý",-,-,10.095.135,-,-,-,-,10.095.135,,,,10095135.0,,,,,10095135.0
II,II,II,Tiền gửi tại NHNNVN,-,-,93.615.296,-,-,-,-,93.615.296,,,,93615296.0,,,,,93615296.0
III,III,III,Tiền gửi và cho vay các tổ chức tín dụng khác – gộp,-,-,196.072.082,24.134.184,2.680.525,11.997.277,-,234.884.068,,,,196072082.0,24134184.0,2680525.0,11997277.0,,234884068.0
IV,IV,IV,Chứng khoán kinh doanh – gộp,-,-,8.561.021,-,-,-,-,8.561.021,,,,8561021.0,,,,,8561021.0
V,V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,-,-,-,832.354,-,-,-,832.354,,,,,832354.0,,,,832354.0
VI,VI,VI,Cho vay khách hàng – gộp,2.667.803,1.889.087,44.359.205,119.742.236,165.270.870,107.153.330,97.789.138,538.871.669,,2667803.0,1889087.0,44359205.0,119742236.0,165270870.0,107153330.0,97789138.0,538871669.0
VII,VII,VII,Chứng khoán đầu tư – gộp,-,-,2.573.430,988.383,8.875.820,81.200.997,36.385.499,130.024.129,,,,2573430.0,988383.0,8875820.0,81200997.0,36385499.0,130024129.0
VIII,VIII,VIII,"Góp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,5.154.471,5.154.471,,,,,,,,5154471.0,5154471.0
IX,IX,IX,Tài sản cố định,-,-,-,-,-,-,5.809.180,5.809.180,,,,,,,,5809180.0,5809180.0
X,X,X,Tài sản Có khác – gộp,-,-,-,12.795.503,-,-,-,12.795.503,,,,,12795503.0,,,,12795503.0
,,,Tổng tài sản,2.667.803,1.889.087,355.276.169,158.492.660,176.827.215,200.351.604,145.138.288,1.040.642.826,,2667803.0,1889087.0,355276169.0,158492660.0,176827215.0,200351604.0,145138288.0,1040642826.0
,,,Nợ phải trả,,,,,,,,,,,,,,,,,
I,I,I,Các khoản nợ Chính phủ và NHNNVN và tiền gửi và vay các TCTD khác,-,-,223.696.576,8.751.684,4.031.038,564.886,165.296,237.209.480,,,,223696576.0,8751684.0,4031038.0,564886.0,165296.0,237209480.0
II,II,II,Tiền gửi của khách hàng,-,-,204.828.557,124.410.930,210.502.337,33.274.700,135.732.054,708.748.578,,,,204828557.0,124410930.0,210502337.0,33274700.0,135732054.0,708748578.0
IV,IV,IV,"Vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",-,-,153,-,-,1.640,21.360,23.153,,,,153.0,,,1640.0,21360.0,23153.0
V,V,V,Phát hành giấy tờ có giá,-,-,2.017,-,-,7.000.000,11.000.000,18.002.017,,,,2017.0,,,7000000.0,11000000.0,18002017.0
VI,VI,VI,Các khoản nợ phải trả khác,-,-,-,17.040.267,-,-,-,17.040.267,,,,,17040267.0,,,,17040267.0
,,,Tổng nợ phải trả,-,-,428.527.303,150.202.881,214.533.375,40.841.226,146.918.710,981.023.495,,,,428527303.0,150202881.0,214533375.0,40841226.0,146918710.0,981023495.0
,,,Mức chênh thanh khoản ròng,2.667.803,1.889.087,(73.251.134),8.289.779,(37.706.160),159.510.378,(1.780.422),59.619.331,,2667803.0,1889087.0,-73251134.0,8289779.0,-37706160.0,159510378.0,-1780422.0,59619331.0
