row_label_raw,row_label_full,Vay Ngân hàng Nhà nước Việt Nam,31/12/2017Triệu VND > 4.158.664,31/12/2016Triệu VND > 4.630.802,numeric__31/12/2017Triệu VND > 4.158.664,numeric__31/12/2016Triệu VND > 4.630.802
Vay theo hồ sơ tín dụng,Vay theo hồ sơ tín dụng,Vay theo hồ sơ tín dụng,3.400.693,3.903.811,3400693.0,3903811.0
Vay khác,Vay khác,Vay khác,757.971,726.991,757971.0,726991.0
Tiền gửi thanh toán của Kho bạc Nhà nước,Tiền gửi thanh toán của Kho bạc Nhà nước,Tiền gửi thanh toán của Kho bạc Nhà nước,165.081.565,42.752.358,165081565.0,42752358.0
Tiền gửi bằng VND,Tiền gửi bằng VND,Tiền gửi bằng VND,155.836.670,28.492.101,155836670.0,28492101.0
Tiền gửi bằng ngoại tệ,Tiền gửi bằng ngoại tệ,Tiền gửi bằng ngoại tệ,9.244.895,14.260.257,9244895.0,14260257.0
Tiền gửi của Ngân hàng Nhà nước Việt Nam,Tiền gửi của Ngân hàng Nhà nước Việt Nam,Tiền gửi của Ngân hàng Nhà nước Việt Nam,2.144.839,6.768.253,2144839.0,6768253.0
,,,171.385.068,54.151.413,171385068.0,54151413.0
